Shipper,Consignee,Shipments,Tons,BOL_Count
Kestrel Liner Agencies Ltd.,Caribe Freight Forwaring Dba Caribe,2,40.4,2
Fabtech International Ltd.,P4 P Construction Llc,1,40.4,1
Maruti Suzuki India Ltd.,Bayview Motors Ltd.,16,40.4,16
"Dmg Mori Co., Ltd.",Dmg Mori Usa Inc. Chicago,1,40.39,1
Carnival Cruise Lines,Scan Global Logistics,125,40.39,125
Msc Seascape,Wartsila,9,40.39,9
At Construction Solutions Llc,Aireko Services And Installations,10,40.379999999999995,10
Logistica Maritima Integral S.A.S.,Willshire International Mgmt Corp.,1,40.37,1
J. M. Baxi & Co.,Stolt Tank Containers,8,40.36,8
"Davey Japan Co., Ltd.",Weatherford Mini Trucks,6,40.339999999999996,6
Hyundai Mobis,Carmax Srl .,2,40.3,2
Dalbo A S,New Holland Hft Japan Inc.,3,40.25,3
Globe Chemicals Gmb H,Stahl S.A.C.,1,40.24,1
Steels Constructions Bv,Krismar Usa Inc.,8,40.22,8
Swebend Ab,Trilogy Machinery,6,40.2,6
Bradleys Construction Ltd.,Montecucco Farms,2,40.2,2
Novem Car Interior Design D.O.O.,Abj Logistica Aduanal De Veracruz,1,40.2,1
"Kocel Machinery Co., Ltd.",Rio Tinto Distribution Center,1,40.2,1
Autocom Japan Inc.,Cross Trans Service Gmb H,16,40.2,16
Turbo Power Systems,Apg Neuros,6,40.14,6
Bentley Motors Ltd.,Volkswagen De Mexico S.A. De C.V.,13,40.11,13
W90 Wv9,W34 Tcu,4,40.09,4
Innospec Ltd.,Innospec Fuel,1,40.08,1
Cafes Finos De Exportacion,Walker Coffee Trading Lp,2,40.08,2
Mercedes Benz Mexico,Jati Transport Sdn Bhd,8,40.08,8
Hyundai Motor India Ltd.,Crown Automotives N.V.,8,40.06,8
Mecalac (Annecy Le Vieux),Masterpiece International,4,40.06,4
Ssab Emea Ab,Ryerson Mobile,2,40.04,2
Polskie Zaklady Lotnicze Sp Z O O,Sikorsky,6,40.019999999999996,6
Mager & Wedemeyer,Iron Advantage Llc,2,40.0,2
"Kenki World Co., Ltd.",Global Construction Machineries Usa,2,40.0,2
Prall Tec Gmb H,Shark Glass Recycling Se Llc.,2,40.0,2
Georgia Strait,Capital Logistics,2,40.0,2
Lm Wind Power Spain S.A.,Ge Electric North America,2,40.0,2
Sigma Plantfinder,Osborne Contractors Llc,1,40.0,1
Wh Bond & Sons Ltd.,Clark Equipment Rental,2,40.0,2
General Motors (China) Investment,General Motors Llc,8,40.0,8
Mediterranean Voyager,Carina Voyager,2,40.0,2
Spliethoff Transport Bv,Spliethoff Transport Bv,2,40.0,2
Murray Design & Engineering Ltd.,Powerscreen Of Florida Inc.,2,40.0,2
S J H All Plant Sales Ltd.,Southeastern Equipment Corporation,2,40.0,2
Euro Auctions,Yoder & Frey Llc,1,40.0,1
Smartech International Sdn Bhd,Combined Refrigeration Resources,1,40.0,1
S R P B L,S M C Llc,1,40.0,1
Backers Maschinenbau Gmb H,Ecoverse Industries Ltd.,2,40.0,2
Mecalac France S.A.S.,Lorusso Heavy Equipment Llc,4,40.0,4
M T Chem Leo,Reworld,2,40.0,2
Cantiere Del Pardo Sp A,Spring Brook Marina,2,40.0,2
Klj Plasticizers Ltd.,Innua Petrochem Ltd.,2,40.0,2
Ichikawa,Grupo Verque S.A. De C.V.,2,40.0,2
Princess Yachts International,Pacific Wagon Depot Ltd.,2,40.0,2
Klj Petroplast Ltd.,Innua Petrochem Ltd.,1,40.0,1
Roehlig Espana S.L.,Ruc 20600622324,1,40.0,1
G And W Transport Ltd.,Procesadora De Metales,1,40.0,1
Privi Speciality Chemicals Ltd.,The Procter & Gamble,2,40.0,2
Wajer Yachts,Jbv H2 O Llc,2,40.0,2
Kolmax Plus,Kharmitek Co Llc,2,40.0,2
Besiktas Tersane A.S.,Kotug Seabulk Maritime Llc,1,40.0,1
Nmt Usa,Nmt Belgium Bvba,2,40.0,2
Wajer Yachts,M Y Rivage Llc,2,40.0,2
Mabrouk Diesel Power Equipment Bv,Global Tractor,1,40.0,1
Cunard Line Ltd.,Stericycle Inc.,1,40.0,1
Ssab Oxelosund Ab,Mcneilus Steel Inc.,4,39.96,4
Royal Caribbean Cruise,Bliss Management Llc Charter,5,39.949999999999996,5
"Haian Haitai Casting Co., Ltd.",Holcim (Us) Inc.,1,39.93,1
Pt . Hyundai Motor Mfg. Id,Rbc Royal Bank,4,39.92,4
Kia,Natixis For Account,6,39.92,6
Mitsubishi Heavy Industries,Mhi Rj Aviation Inc.,3,39.92,3
Deckel Maho Seebach Gmb H,Dmg Mori Seiki Usa,4,39.92,4
Posco Internatioal Corp.,Gonvauto Puebla Sa De Cv,2,39.9,2
Bergerat Monnoyeur S A S,Yancey Bros Co.,1,39.9,1
Atlantis Resort,Nep Supershooters,1,39.89,1
Adn Group Stock Co.,Qazaq Auto Group,14,39.879999999999995,14
Doosan Enerbility,Nucor Steel,1,39.85,1
Carnival Cruise Lines,Wilhelmsen Ships Service Miami,337,39.84,337
Viterra Inc.,The Nisshin Oillio Group Ltd.,1,39.83,1
Ezb Europe Ou Estonia,Ez Blockchain Llc,2,39.78,2
Persico Sp A,Persico Usa Inc.,1,39.77,1
Stephex Stables,Stephex Usa Inc.,2,39.74,2
Exportadora San Lorenzo Ltda,William H. Kopke Jr. Inc.,1,39.74,1
Hmc Chile S.A.,Forever Fresh Llc. 501 Silverside R,1,39.74,1
Top Pro Steel Jsc,Nippon Steel Tradin,2,39.739999999999995,2
Ncl (Bahamas Ltd.),Clean Harbors Env. Ser,5,39.69,5
Maruti Suzuki India Ltd.,Usl Consolidators Llc,6,39.68,6
Japan Tuna Fisheries Corporation,Japan Tuna Fisheries,4,39.66,4
Bmw De Mexico S.A. De C.V.,Us Despatch Agency,2,39.66,2
Cigisped Middle East Llc,Mhl Rentals And Services Llc,2,39.6,2
Binder Co Ag,Egger Wood Products Llc,2,39.6,2
Ritchie Bros Auctioneers De Mexico,Hexco Global Fze,2,39.6,2
Irish Mfg. Sevices Ltd.,Powerscreen Texas,2,39.6,2
Fair Trade Imp. Gmb H,Fair Trade Imp. Llc,16,39.6,16
"Arham Petrochem Pvt., Ltd.","Oxyde Chemicals Singapore Pte., Ltd.",2,39.56999999999999,2
Lisman Vorkheftrucks Bv,Suramericana De Montacargas,2,39.56,2
"Nature Pulse Botanicals Pvt., Ltd.",Kensing Corp. Llc,2,39.53,2
Nexans Norway As,Nexans High Voltage Usa,3,39.480000000000004,3
Krommenhoek Bv,Eurostone Machine Usa Llc,2,39.48,2
Erwin Junker Maschinenfabrik Gmb H,General Motors Llc,1,39.47,1
"Cosmo Japan Co., Ltd.",Iyke Moore The Two Autos,32,39.47,32
Hyundai Motor India Ltd.,Courtesy Garage Ltd.,10,39.46,10
Maxbet Llc,Maxbet Llc,1,39.46,1
Amada Gmb H,Amada America Inc.,4,39.44,4
"Hanwa Co., Ltd.",Ajusteel Usa Inc.,1,39.44,1
"Ihsedu Agrochem Pvt., Ltd.",Stonhard,2,39.43,2
Intercontinental Ick Mexico Sa De C,Gfaco Srl,1,39.4,1
Comercial El Camino Sp A,Bengard Marketing Inc.,2,39.379999999999995,2
Rucaray S.A.,Dayka & Hackett Llc,3,39.33,3
Get Cars Japan Ltd.,Hoshi Motion,24,39.32,24
Thyssenkrupp Ind. Solutions Ag,Gcc Permian Llc,2,39.3,2
Alltech Farming Solutions Ltd.,Troop Enterprises Llc,4,39.3,4
Konecranes Gmb H,Konecranes Lifting Businesses Tm,2,39.28,2
Maschinenfabrik Hermle Ag,Hermle Usa Inc.,4,39.25,4
Chrysler Group (China) Sales Ltd.,Fca International Operations Llc,5,39.230000000000004,5
Takisawa Machine Tool,Takisawa,2,39.22,2
Atzila Ab,Lulin Farm,4,39.22,4
Stc Cargo Gmb H,Vih Aviation Group,2,39.22,2
Compania Bananera Los Laureles S A,Fyffes North America Inc.,1,39.21,1
Masters & Owners Madriver Shipping Ltd. Of Cv Ensenada,Direct Delivery Logistics & Supply,2,39.2,2
Arnould & Silberreiss Sarl,Ice International Construction Equi,2,39.2,2
Volvo Truck Corporation,Motor Truck Distributors Nz Ltd.,4,39.2,4
Sabo Gmb H Paul Baumann Str. 1 45772,3 V Sigma Usa Inc. 888 Woodstock,2,39.2,2
Galaxy Surfactants Ltd.,Ashland Specialty Ingredients Gp,2,39.2,2
"Be Forward Co., Ltd.",Preston Hughes,22,39.199999999999996,22
Princess Cruises,Survitec Miami,3,39.19,3
Hyundai Steel Co.,Wirth Steel A General Partnership,2,39.18,2
"Be Forward Co., Ltd.",Raymond Samuels,32,39.18,32
Comercial El Camino Ltda,Forever Fresh Llc,1,39.16,1
John Cockerill Sa,Ternium,2,39.14,2
Ssab Emea Ab,Robitaille Equip,2,39.12,2
"Be Forward Co., Ltd.",Eduardo Castaneda,36,39.12,36
Virgin Voyages,Apollo Logistics Llc,132,39.1,132
Kind & Co Edelstahlwerk,Lake Park Tool & Machine,1,39.09,1
Schmitz Cargobull Overseas Gmb H,"Fujishiro Motors Co., Ltd.",2,39.08,2
China Steel Nippon Steel Vn Joint,Ofcumic Steel Usa Inc.,2,39.08,2
Sun Pack Dr El Bacha,Classic Harvest Llc,2,39.08,2
Renault S.A.S.,Renault Mexico Sa De Cv,2,39.06,2
Fischer Landmaschinen Gmb H,Caymus Vineyards,2,39.04,2
A.S.T.A. Car Srl,Race Car Only Llc,2,39.04,2
Maclean Engineering,Uni Forwarding International Nv,2,39.0,2
Aarti Industries Ltd. 71 Udyog,Aarti Usa Inc.,2,39.0,2
Faccin S.R.L.,Faccin Usa. Inc.,1,39.0,1
Tong Engineering Ltd.,Sterman Masser Inc.,2,39.0,2
Eggersmann North,Quality Fleet Service Inc.,2,39.0,2
"Proking Machinery Co., Ltd.",Republic Lagun Machine Tool Co.,1,39.0,1
Stahl Und Apparatebau Hans Leffer,Western Equipment Solutions Llc,4,39.0,4
Ssab Emea Ab,Abs Remorques Inc.,2,38.94,2
Kia Motors Mexico S.A. De C.V.,Ahli United Bank,10,38.91,10
Kia Motors Mexico S.A. De C.V.,A.A.Bin Hindi Co Bsc (C),6,38.900000000000006,6
Suzuki Motor Corporation,To Santo Domingo Motors Co S A,2,38.88,2
"Rhenus Logistics India Pvt., Ltd.",Rhenus Project Logistics Inc.,2,38.870000000000005,2
Cia.Frutera Santa Maria S.A.,Fruit Royale Inc.,3,38.87,3
Exportadora Pocuro Ltda,Sierra Produce,2,38.86,2
Celebrity Cruises Ltd.,Vacaya Llc Group,7,38.81,7
Bulmor Industries Gmb H,Langer Material Handling Inc.,2,38.8,2
Ypf S.A.,Shrieve Chemical Products,1,38.8,1
"Jpc Trade Co., Ltd.",Jora Imp. Llc,11,38.8,11
Bulmor Lancer Ltd.,Langer Material Handling Inc.,2,38.8,2
Matsui Corp.,Americ Machinery Corp.,2,38.8,2
Sodexim Sarl,Petropol,2,38.8,2
Dana Motion Systems Deutschland Gmb,Coperion Corp.,2,38.8,2
Courage Automotive Ltd.,Pedigree Motorcars,14,38.76,14
Audi Mexico S.A. De C.V.,Porsche Colombia S.A.S,2,38.74,2
Kiriu,Asama Coldwater Mfg. Inc.,2,38.72,2
"Be Forward Co., Ltd.",Bibika Llc.,42,38.72,42
Ssab Emea Ab,Central Steel Service Inc.,2,38.72,2
A6 Jung Fahrzeugbau Gmb H & Co. Kg,A6 Jung North America Llc.,2,38.72,2
Nicaragua Banana Corp. S.A.,Fyffes North America Inc.,1,38.65,1
Vestergaard Co. A S,Aero Mag Lga Llc,2,38.64,2
Multigestiones Ayax S.A.,Pepsi Cola Puerto Rico Distributing,20,38.64,20
Schenck Rotec Gmb H,Dana Corporation Sterling,3,38.64,3
"Hana Power System Service Co., Ltd.",Linde Engineering North America,1,38.63,1
"Hyundai Glovis Co., Ltd.",Aceros Alcaldes.A. De C.V.,2,38.62,2
Dmg Mori Pfronten Gmb H,Dmg America Inc.,1,38.6,1
Chemtec Uk Ltd.,The International Group Inc.,2,38.6,2
Benhil Gmb H,Ivarson Inc.,3,38.58,3
Moda Denizcilik Nak Dis Tic Ltd. Sti,Stephany Cargo Express Srl,2,38.56,2
Siemens Energy T. Srl Via Di Spini,Siemens Energy Inc. 8841 Wadford,1,38.54,1
Seadrill Management Ltd.,Central Dispatch Inc.,1,38.54,1
Cnb Lagoon,Naos Yachting Inc.,2,38.54,2
Jiangsu Grand Drying,Jungbunzlauer Canada Inc.,1,38.5,1
Mafi Transport Systeme Gmb H,Mafi Technology Corp.,4,38.480000000000004,4
Challenge International Belgium,Jacanna Customs & Freight,4,38.46,4
Embotelladora De Sula Sa,Bdk International Distributors Inc.,2,38.44,2
Princess Yachts International,Princess Yachts Australia,2,38.4,2
Smitma Bv,Tractorland Equipment Co. Inc.,2,38.4,2
Ncl (Bahamas Ltd.),Waste Management Co Covanta Essex,4,38.4,4
"J.A.P Express Co., Ltd.",Autoland Llc,28,38.34,28
Lohr Industrie,Lohr De Mexico Sa De Cv,2,38.33,2
Shibuya Corp.,Q&B Foods,1,38.31,1
Saab Seaeye Ltd.,Scripps Institution Of Oceanography,2,38.28,2
Ssab Emea Ab,Bull Moose Tube Compamy,2,38.28,2
0126 Av Bn 03 Co C Det 2,0126 Av Bn 03 Coedet2 Reart32,1,38.24,1
Ssab Emea Ab,Kapco Inc.,4,38.24,4
Progressive Services Corp.,Progressive Services Corp. (Psc),1,38.22,1
Nexco East Innovation And Communica,Lindsay Transportation Solutions,2,38.2,2
"Nori Enterprise Co., Ltd.",Oac Equipment Corp.,2,38.2,2
Zhangjiagang Furui Heavy Equipment,Air Products And Chemicals Inc.,1,38.2,1
Nissan Mexicana S.A. De C.V.,Arab,6,38.2,6
National Oilwell Varco Norway As,Seadrill Americas Inc.,1,38.16,1
Exp. Freight & Brokers Inc.,Retro & Serv,2,38.1,2
Virgin Voyages,Stericycle,3,38.1,3
Laboratorios Alfa,Kalu Trading Co.,14,38.06,14
Sealogis Guadeloupe,Sogetra,2,38.0,2
Spbi,Beneteau America,2,38.0,2
Cigisped S.R.L.,Midnight 42 Llc,2,38.0,2
Mayfran International B V,Navistar Big Bore Diesels Llc,2,38.0,2
Logistica Maritima Integral,Adm Sea Investment Llc,1,38.0,1
Bojux Com S.R.O.,Dc Lynch Shows Inc.,2,38.0,2
Blacksmith Trading B.V,Swift Ag And Repair Llc,1,38.0,1
La Vigie Sailing 450 F Llc,La Vigie Sailing 450 F Llc,1,38.0,1
Trioliet Bv,Circle C Equipment,2,38.0,2
Sidel Blowing & Services,Heartland Coca Cola Bottling Co.,2,38.0,2
The Japan Steel Works Ltd.,Dacro Industries Inc.,1,37.98,1
Nmt Oceania (Pty) ) Ltd.,Nmt Usa,2,37.98,2
Exportadora De Cafe California S.A. De C.V.,Bernhard Rothfos Gmb H,1,37.97,1
Monkerhey,Pa Flax Project Cooperative Inc.,3,37.95,3
Ssab Emea Ab,Hcr Racing Llc,2,37.86,2
Krones Ag,Lassonde Pappas & Comany Inc.,2,37.84,2
Euro Auctions (Uk) Ltd.,Superior Used Equipment,2,37.8,2
Goldhofer Airport,United Airlines,2,37.8,2
"Hd Hyundai Infracore Co., Ltd.",Bahamas Bulk Materials Ltd.,2,37.7,2
Master Of Overseas Cascade,Horizon Airfreight,1,37.65,1
Hasslacher Drauland Holzindustrie,Structurecraft Builders Usa Inc.,2,37.64,2
Ncl (Bahamas Ltd.),Carisam Samuel Meisel (Fl) Inc.,160,37.63,160
Congelados Del Monte S.A.,Del Monte Fresh Produce N. A. Inc.,2,37.62,2
Hanwha Power Systems,Air Liquide Global E&C Solution Us,1,37.55,1
Cajun Iv,Valaris,1,37.53,1
Guangdong Yuntong,Ge Vernova Operations Llc,1,37.52,1
"Yangzhou Chengde Steel Pipe Co., Ltd.",Us. Metals Inc.,1,37.52,1
Robertson And Caine (Pty) ) Ltd.,Mariner Internationaltravel Inc.,2,37.510000000000005,2
Rolls Royce Plc,Rolls Royce North America,1,37.51,1
Thyssenkrupp Steel Europe Ag,Fca Us Llc,1,37.47,1
Nec Corporation,Nec Corp. Of America Inc.,2,37.47,2
Arcelor Mittal Commercial Rps S.A.R.L.,North American Stainless,1,37.45,1
Gemmytrading Llc,Francis Reyes,14,37.44,14
Emball'iso Australia (Pty) ) Ltd.,Emball'iso Inc.,4,37.43,4
"Akatsuki Machinery Co., Ltd.",Ykk Usa Inc.,2,37.4,2
Seven Seas Fruit (Pty) ) ) Ltd.,Tom Lange Co International Inc.,1,37.4,1
Kia,Quality Motor S A Cedula,2,37.4,2
Airbus,Feam Aero,1,37.39,1
Pt . Hyundai Motor Mfg. Id,Massy Motors,2,37.36,2
Farrell Line,0065 Mp Co Mp Co. Abn,2,37.34,2
Pester Pac Automation Gmb H,Pester Usa Inc.,4,37.34,4
Ssab Emea Ab,Russel Metals Inc. Alberta,2,37.34,2
Auto Trail Vr Ltd.,Elite Rv (Pty) ) Ltd.,3,37.32,3
Simec Sp A,Eurostone Machine Usa Llc,1,37.31,1
"Bmw Asia Pte., Ltd.",Prestige Motors Sa,2,37.3,2
Ets Joskin Sa,Koolmees Equipment Inc.,2,37.24,2
Manuport Logistics Espa A S.L.U,Ftr Logistics Project Sas,2,37.24,2
Bas World B.V.,Transit Sat Nui,2,37.16,2
Auramo Oy,Bolzoni Auramo Inc.,6,37.16,6
Spbi Chantiers Beneteau,Beneteau America,8,37.14,8
Eee Transportation,Dp & Jp Services,16,37.12,16
Changshu Longte International,Rushmore Interprises Inc.,1,37.08,1
"Zapp International Co., Ltd.",Anx Motors Llc,15,37.08,15
Dhl Global Forwarding,Dhl Global Forwarding (Usa),1,37.07,1
"Ishigaki Co., Ltd.",Mcllvenna Bay Operating Ltd.,1,37.06,1
Sociedad Exportadora Verfrut Sac,Stanley Orchards Sales Inc.,2,37.03,2
Nialco Sa,Hank,2,37.02,2
Hbp Environmental Engineering,Hypec Inc.,1,37.0,1
Oslo Caribbean Carrier As,Oslo Caribbean Carrier,2,37.0,2
Combilift Ulc,Southern States Toyota Lift,2,37.0,2
Mager & Wedemeyer Maschinenvertrieb,Iron Advantage Llc,4,37.0,4
Mccloskey International,Mccloskey International,1,37.0,1
Mark Hellier Tractors,Farm Soloutions Llc,4,37.0,4
Yacht Sales International,Yacht Sales International,4,37.0,4
Ultratank Shipping,Circon Environmental,1,37.0,1
Mallaghan Engineering,Billings Airport,2,37.0,2
Global Freight Solutions,Hj Schryver,2,37.0,2
Safepack Srl,Embotelladora Fersan S.A. De C.V.,2,37.0,2
Young Global Human Tech,Imp. Exp. Amcar Ltda,2,37.0,2
Hanse Yachts Aktiengesellschaft,Hanse Yachts Aktiengesellschaft,6,36.94,6
Welift Gmb H,Sauter Timber Llc,2,36.9,2
Fayat Road Equipment Division Mea F,Ritchie Bros Auctioneers,1,36.9,1
Royal Caribbean Cruise,Reach Media,7,36.89,7
Fes (China) Ltd.,Caisson Consultant Inc.,1,36.87,1
Hubtex Maschinenbau Gmb H & Co. Kg,Hubtex North America Inc.,4,36.86,4
Technipfmc Guyana Inc.,Fmc Technologies Inc.,3,36.85,3
Stolt Tank Containers,Clean Harbors Deer Park Lp,2,36.8,2
Nachi Fujikoshi Corp.,Nachi Tool America Inc.,2,36.78,2
Toyota Motor Mfg. Indonesi,Casa Pellas S.A.,4,36.760000000000005,4
Ssab Emea Ab,Les Products Metalliques A.T. Inc.,2,36.76,2
Vvf (India) Ltd.,Vvf Illinois Servies Llc,2,36.75,2
Zf Friedrichshafen Ag,Zf Transmissions Greenville,1,36.72,1
Cnh International Sa,Compania Agropecuaria Copeval S A,4,36.72,4
South African Roll Co. (Pty) ) Ltd.,Evraz Inc. Na Canada Evraz Regina St,1,36.7,1
Caterpillar (Thailand) Ltd. Caterpillar America C.V.,Emirates Aluminium (EGA),3,36.7,3
Crp Subsea Uk Ltd.,Onesubsea Llc,2,36.7,2
Nam Kim Steel Jsc,Framecad America Inc.,1,36.68,1
Autocom Japan Inc.,Jdm Rhd Car & Motorcycle Llc,17,36.66,17
"Integrity Exp. Co., Ltd.",Dakota Minitrucks,15,36.66,15
Hansa Gateway Ug,Universal Cargo De Mexico S.A. De C,2,36.64,2
Omnia Machinery Uk Ltd.,Omnia Machinery Usa Inc.,2,36.6,2
Koenig & Bauer Metalprint Gmb H,Koenig & Bauer Latam Sapi De Cv,2,36.6,2
Seadrill Angola Lda Nif#5417065340,Seadrill Americas Inc.,5,36.57,5
"Be Forward Co., Ltd.",Neostyl Llc,27,36.57,27
Ssab Emea Ab,Van Industries,2,36.56,2
Pacific Coast Auto Imp.,Max Henry Rios,19,36.54,19
Btb Transfer Sp A,Btb Usa Corp.,1,36.53,1
Heering,Aviagen New Zealand Ltd.,2,36.52,2
Tomra Sorting Gmb H,Omnisource Corp.,2,36.52,2
Kobe Steel Ltd.,Pembina Pipeline,1,36.5,1
Emilio Adams,Emilio Adams,9,36.480000000000004,9
Ag Der Dillinger Hüttenwerke,Aceromex Grupo Industrial Sa De Cv,2,36.48,2
"Posco Vietnam Co., Ltd.",Envases Universales De Mexico S.A.,2,36.48,2
Kia Motors Mexico S.A. De C.V.,Invest Bank,2,36.46,2
"R Engineering Trading Co., Ltd.",Tracks Worldwide,2,36.42,2
Van Oord Guyana Inc.,West Indian Traders Inc.,1,36.41,1
Premix Oy,Hamilton,2,36.400000000000006,2
Ledinek Engineering D.O.O.,Smartlam Na Enterprises Us Llc,2,36.4,2
Caterpillar Americas C.V.,Machinery & Energy Ltd. | Tax Id 100,2,36.4,2
Caterpillar (Qingzhou) Ltd. On Beh,Emirates Aluminium (EGA),2,36.4,2
Caterpillar (Qingzhou) Ltd.,Machinery & Energy Ltd.,2,36.4,2
"Posco Vietnam Co., Ltd.",The Honkong & Shanghai,1,36.38,1
Kia,Triple B,3,36.370000000000005,3
Wallenius Wilhelmsen Logistics,Gca Auto Sales N V,8,36.36,8
Ncl (Bahamas Ltd.),Wilhelmsen Ship Manhattan,31,36.339999999999996,31
Terrafrut S.A,William H. Kopke Jr. Inc.,2,36.339999999999996,2
Rama D.B.K. Ltd.,Exotic Group Of Companies,26,36.32,26
General Motors Do Brasil Ltda,Grupo Q Investments S A,4,36.300000000000004,4
Ebm Papst Mulfingen Gmb H & Co. Kg,Ebm Papst Inc.,2,36.3,2
Ssab Emea Ab,Edge Metal Works,4,36.3,4
Ortalis Concrete,Ortalis Concrete,1,36.29,1
Farrell Line,W1 Pe 842 D Trans Bn,2,36.28,2
Ssab Emea Ab,Van Industries Inc.,2,36.26,2
Gemmy Trading Llc,Francis Reyes,22,36.24,22
Schmidt + Clemens (Asia) Sdn Bhd,Equistar Chemical Lp,2,36.24,2
"Autoportal Co., Ltd.",First Rate Motors Ltd.,2,36.22,2
Scheuerle Fahrzeugfabrik Gmb H,Rigging Gear Sales,2,36.22,2
Jord Equipment B.V.,Cleveland Brothers Equipment Co.,3,36.21,3
Bauer Spezialtiefbau Gmb H,Bauer Foundation,2,36.2,2
"Be Forward Co., Ltd.",Matthew Kerner,40,36.18,40
John Deere Werke Zweibruecken,John Deere Sales Hispanoamerica S. De R.L. De C.V.,2,36.18,2
"Nissan Trading Co., Ltd. Belista To",Mitsubishi De Mexico S.A.De C.V.,2,36.16,2
0003 Cs Co Hhc And Stb Div,0006 In Bn 04 Combined Arms B,1,36.13,1
Cld Fencing Systems,Gray,2,36.12,2
Sealift Inc. Jointly And Severally,Sw3115 Us Dept Of Defense,1,36.11,1
"Magari Japan Co., Ltd.",Jonathan Wells,10,36.1,10
Rheinmetall Man Military Vehicles,Rheinmetall Man Military Vehicles,2,36.08,2
Exser,Divine Flavor Llc,2,36.07,2
"Dongbu Steel Co., Ltd.",Zuercher,1,36.04,1
Industeel Belgium S.A.,Racc Steel Sa De Cv,2,36.02,2
Nrs Ocean Logistics Ltd.,Nrs Logistics Inc.,2,36.019999999999996,2
Vertiv Srl,Vertiv Mexico S.A De C.V,1,36.0,1
Exportadora De Sal S.A. De C.V.,Mainroad Maintenance Products Lp,6,36.0,6
Stolt Tank Containers,Nature Environmental & Marine,2,36.0,2
Bae Systems Surface Ships Ltd.,Lockheed Martin,2,36.0,2
Explora I,Everglades Waste Removal,2,36.0,2
"Be Forward Co., Ltd.",Auto Simplified,28,36.0,28
Vestas Australian Wind Technology P,Vestas American Wind Technology,1,36.0,1
Holt Cat,Sales Inc.,1,36.0,1
Elecnor Mexico S.A. De C.V.,Elecnor Servicios Y Proyectos S.A.,2,36.0,2
Tso Nge Mxico Sa De Cv,Tso Catenaires,2,36.0,2
Bojux Com S.R.O.,Funways Inc.,2,36.0,2
Anton Haering Kg,General Electric Power Systems Inc.,2,36.0,2
Schwaben Kunststoff,Solvay Chemicals Inc.,1,36.0,1
Artrom Steel Tubes S.A.,Oilfield Steel Supply,1,36.0,1
Zeelander Yachts,Zeelander Yachts,2,36.0,2
Dewulf,Kejay Farms,2,36.0,2
Kolmax Plus,Gilette Shows Inc.,2,36.0,2
"John Deere (Tianjin) Co., Ltd.",Deere Construction & Forestry,2,35.98,2
Rohtech Dst Gmb H,Beyond Gravity Space Inc. Usa,2,35.98,2
Sentury Tire Morocco,Sentury Tire Usa Inc.,2,35.96,2
Komatsu Holding South America Ltda,Logistica Integral Tayrona S A S,2,35.94,2
Royal Caribbean Cruise,Stitchin Heaven,6,35.93,6
"Trust Co., Ltd.",Carrox Ltd.,2,35.92,2
Crown Gabelstapler Gmb H & Co.Kg,Crown Equipment Corp.,2,35.9,2
Saarschmiede Gmb H Freiformschmiede,Precision Custom Components Llc,1,35.88,1
"Kia India Pvt., Ltd.",Ofthe Scotiabank,2,35.84,2
Sandvik Mining And Construction Lyon S.A.S.,Sandvik Mining And Construction Usa,2,35.84,2
"Ford Trading Co., Llc",Quito Motors S A Comercial E Indus,2,35.82,2
Egi Klubb Group,Safetek Emergency Vehicles Ltd.,1,35.82,1
Exportadora Disa Sociedad Anonima,Pacific Trellis Fruit,2,35.81,2
"Mitsui Bussan Chemicals Co., Ltd.",Intl Flavors,2,35.81,2
Ecoclean Gmb H,Ecoclean Inc.,6,35.8,6
"Nori Enterprise Co., Ltd.",Equipment Direct Inc.,4,35.8,4
Favourite Fresh Exp. (Pty) ) Ltd.,Sierra Produce,1,35.8,1
Henan Jianhong Refractory,Innovative Materials&Refractories,1,35.78,1
Veit Electronics,Veit North America,5,35.76,5
Jdm Concierge,8404 Imp. Llc,22,35.76,22
Azimut Do Brasil Fabrica O,Marine Max Northeast Llc,2,35.74,2
Ssab Emea Ab,Gillette Steel Center,2,35.72,2
Carl Zeiss Industrielle Messtechnik Gmb H,Carl Zeiss Industrial Quality,4,35.7,4
Cemengal P&G Sa,Holcim (Us) Inc.,1,35.7,1
Manuport Logistics Espana S.L.U.,Corporacion Domi S.A.,2,35.68,2
Vensys Energy Ag,Bay Crane Northeast Llc,2,35.68,2
Dhl Global Forwarding (Finland) Oy,Dhl Global Forwarding,2,35.68,2
Ste Victory Fresh,Gaia Produce,1,35.64,1
Gefco Logistica Do Brasil Ltda,Spt Intercontinental Srl,2,35.64,2
Lpb,Amadeus Yachting Gmb H,2,35.6,2
Ssab Oxelosund Ab,Durabac,4,35.6,4
"Sbt Co., Ltd.",Nen Tek Garage,20,35.6,20
Cutlite Penta Srl,Paxton & Vierling Steel Co.,1,35.58,1
China Steel Corporation,Not Available,2,35.58,2
Deepwater Skyros,Transocean Offshore Deepwater,2,35.55,2
Tornos Sa,Miller Electric Mfg. Co.,2,35.54,2
La Casa De Los Excedentes Sas,Bmg Assets Management,1,35.51,1
Casa De Los Excedentes Sas,Bmg Assets Management,1,35.51,1
Ews Logistics Ltd.,Freightplus (Australia) (Pty) ) Ltd.,2,35.5,2
Trioliet Bv,Finger Lakes Dairy Services Inc.,4,35.5,4
Daimler Truck Ag,Almameto Sa,2,35.5,2
