Entity_Name,Port_of_Loading,Port_of_Discharge,HS2,HS4,Total_Tons,Shipment_Count,Goods_Keywords,Confidence_Score
Emirates Aluminium (EGA),"Nagoya, Japan","Baltimore, Maryland",87.0,8703.0,10.6,8,USED VEHICLE(S) 1991 NISSAN 180SX 1990CC PET ROL MADE IN JAPAN HS CODE: 8703. 23 USED VEHICLE(S) 1999 NISSAN SKYLINE 2490CC P ETROL MADE IN JAPAN HS CODE: 8703. 23 USED VEHICLE(S) 1999 NISSAN SKYLINE 2490CC P ETROL MADE IN JAPAN HS CODE: 8703. 23 USED VEHICLE(S) 1991 NISSAN 180SX 1990CC PET ROL MADE IN JAPAN HS CODE: 8703. 23 USED VEHICLE(S) 1991 NISSAN 180SX 1990CC PET ROL MADE IN JAPAN HS CODE: 8703. 23 USED VEHICLE(S) 1999 NISSAN SKYLINE 2490CC P ETROL MADE IN JAPAN HS CODE: 8703. 23 USED VEHICLE(S) 1999 NISSAN SKYLINE 2490CC P ETROL MADE IN JAPAN HS CODE: 8703. 23 USED VEHICLE(S) 1991 NISSAN 180SX 1990CC PET ROL MADE IN JAPAN HS CODE: 8703. 23,80.0
Ternium,"All Other Brazil Ports South Of Recife, Brazil","Port of New Haven, New Haven, Connecticut",72.0,7219.0,4033.06,8,COLD ROLLED STEEL COIL COLD ROLLED STEEL COIL HOT ROLLED STEEL COIL COLD ROLLED STEEL COIL COLD ROLLED STEEL COIL COLD ROLLED STEEL COIL HOT ROLLED STEEL COIL COLD ROLLED STEEL COIL,80.0
Emirates Aluminium (EGA),"Mina Raysut, Oman","New York/Newark Area, Newark, New Jersey",15.0,1515.0,234.0,8,"02 X 20 CONTAINER: CASTOR OIL FATTY ACID (RICINOLEIC ACID 90%) PACKING: IN BULK IN ISO TANK (02 X 20 FCL) NET WEIGH T: 39. 000 MTS GROSS WEIGHT: 39. 000 MTS TARE WEIGHT: 7. 130 MTS SAP TC NO. 4500014569 P O NO. 913049, 913050 S/BILL N O: 4055296 DATE: 17 SEP 2024 S /BILL NO: 4108644 DATE: 18 SEP 2024 CONTAINER NO. TARE WEIGH T (MTS) BPTU2660251 3. 565 BPTU2660565 3. 565 FREIGHT & DDC PREPAID 2ND NOTIFY P ARTY DHL GLOBAL FORWARDING 15894 DIPLOMATIC PLAZA HOUS TON, TX 77032 T - 281-219-42 22 / M MAEGAN. CROWNOVER@DHL. COM; 02 X 20 CONTAINER: CASTOR OIL FATTY ACID (RICINOLEIC ACID 90%) PACKING: IN BULK IN ISO TANK (02 X 20 FCL) NET WEIGH T: 39. 000 MTS GROSS WEIGHT: 39. 000 MTS TARE WEIGHT: 7. 130 MTS SAP TC NO. 4500014569 P O NO. 913049, 913050 S/BILL N O: 4055296 DATE: 17 SEP 2024 S /BILL NO: 4108644 DATE: 18 SEP 2024 CONTAINER NO. TARE WEIGH T (MTS) BPTU2660930 3. 565 BPTU2660565 3. 565 FREIGHT DDC PREPAID NOTIF Y PARTY ALNOR OIL CO., INC 7 0 E. SUNRISE HIGHWAY SUITE 418 VALLEY STREAM, NY 11581, AT T: JEANNY RODRIGUEZ / JONATHAN KAPLAN EMAIL: JEANN Y@ALNOROILCOM JONATHAN @ALNOROIL. COM NOTIFY PARTY -2 DHL GLOBAL FORWARDING 158 94 DIPLOMATIC PLAZA HOUSTON, TX 77032 / M MAEGAN. CROWNO VER@DHL. COM 01 X 20' CONTAINER: CASTOR OIL FATTY ACID (RICINOLEIC AC ID < 90%) PACKING: IN BULK IN ISO TANK (01 X 20' FCL) N ET WEIGHT: 19. 500 MTS GROSS WEIGHT: 19. 500 MTS TARE WEIG HT: 3. 660 MTS GROSS WEIGH T 19, 500. 000 KGS NET WEIGHT 1 9, 500. 000 KGS SAP TC NO. 4500 014028 PO NO. 912688 S/BIL L NO. 1423682 DATE 04/06/2024 FREIGHT: PREPAID DDC PREPAID 2ND NOTIFY PARTY DHL GLO BAL FORWARDING 14950 HEATHROW FOREST PKWY, SUITE 500 HOUS TON, TX 77032 EMAIL: OLGA. DAN A@DHL. COM ALSO NOTIFY: ALNO R OIL CO., INC 70 E. SUNRISE HIGHWAY SUITE 418 VALLEY STRE AM, NY 11581, ATT: JEANNY ROD RIGUEZ / JONATHAN KAPLAN EMAIL: JEANNY@ALNOROIL. COM JONATHAN@ALNOROIL. COM 02 X 20 CONTAINER: CASTOR OIL FATTY ACID (RICINOLEIC ACID 90%) PACKING: IN BULK IN ISO TANK (02 X 20 FCL) NET WEIGH T: 39. 000 MTS GROSS WEIGHT: 39. 000 MTS TARE WEIGHT: 7. 130 MTS SAP TC NO. 4500014569 P O NO. 913049, 913050 S/BILL N O: 4055296 DATE: 17 SEP 2024 S /BILL NO: 4108644 DATE: 18 SEP 2024 CONTAINER NO. TARE WEIGH T (MTS) BPTU2660251 3. 565 BPTU2660565 3. 565 FREIGHT & DDC PREPAID 2ND NOTIFY P ARTY DHL GLOBAL FORWARDING 15894 DIPLOMATIC PLAZA HOUS TON, TX 77032 T - 281-219-42 22 / M MAEGAN. CROWNOVER@DHL. COM; 02 X 20 CONTAINER: CASTOR OIL FATTY ACID (RICINOLEIC ACID 90%) PACKING: IN BULK IN ISO TANK (02 X 20 FCL) NET WEIGH T: 39. 000 MTS GROSS WEIGHT: 39. 000 MTS TARE WEIGHT: 7. 130 MTS SAP TC NO. 4500014569 P O NO. 913049, 913050 S/BILL N O: 4055296 DATE: 17 SEP 2024 S /BILL NO: 4108644 DATE: 18 SEP 2024 CONTAINER NO. TARE WEIGH T (MTS) BPTU2660930 3. 565 BPTU2660565 3. 565 FREIGHT DDC PREPAID NOTIF Y PARTY ALNOR OIL CO., INC 7 0 E. SUNRISE HIGHWAY SUITE 418 VALLEY STREAM, NY 11581, AT T: JEANNY RODRIGUEZ / JONATHAN KAPLAN EMAIL: JEANN Y@ALNOROILCOM JONATHAN @ALNOROIL. COM NOTIFY PARTY -2 DHL GLOBAL FORWARDING 158 94 DIPLOMATIC PLAZA HOUSTON, TX 77032 / M MAEGAN. CROWNO VER@DHL. COM 01 X 20' CONTAINER: CASTOR OIL FATTY ACID (RICINOLEIC AC ID < 90%) PACKING: IN BULK IN ISO TANK (01 X 20' FCL) N ET WEIGHT: 19. 500 MTS GROSS WEIGHT: 19. 500 MTS TARE WEIG HT: 3. 660 MTS GROSS WEIGH T 19, 500. 000 KGS NET WEIGHT 1 9, 500. 000 KGS SAP TC NO. 4500 014028 PO NO. 912688 S/BIL L NO. 1423682 DATE 04/06/2024 FREIGHT: PREPAID DDC PREPAID 2ND NOTIFY PARTY DHL GLO BAL FORWARDING 14950 HEATHROW FOREST PKWY, SUITE 500 HOUS TON, TX 77032 EMAIL: OLGA. DAN A@DHL. COM ALSO NOTIFY: ALNO R OIL CO., INC 70 E. SUNRISE HIGHWAY SUITE 418 VALLEY STRE AM, NY 11581, ATT: JEANNY ROD RIGUEZ / JONATHAN KAPLAN EMAIL: JEANNY@ALNOROIL. COM JONATHAN@ALNOROIL. COM 02 X 20 CONTAINER: CASTOR OIL FATTY ACID (RICINOLEIC ACID 90%) PACKING: IN BULK IN ISO TANK (02 X 20 FCL) NET WEIGH T: 39. 000 MTS GROSS WEIGHT: 39. 000 MTS TARE WEIGHT: 7. 130 MTS SAP TC NO. 4500014569 P O NO. 913049, 913050 S/BILL N O: 4055296 DATE: 17 SEP 2024 S /BILL NO: 4108644 DATE: 18 SEP 2024 CONTAINER NO. TARE WEIGH T (MTS) BPTU2660251 3. 565 BPTU2660565 3. 565 FREIGHT & DDC PREPAID 2ND NOTIFY P ARTY DHL GLOBAL FORWARDING 15894 DIPLOMATIC PLAZA HOUS TON, TX 77032 T - 281-219-42 22 / M MAEGAN. CROWNOVER@DHL. COM; 02 X 20 CONTAINER: CASTOR OIL FATTY ACID (RICINOLEIC ACID 90%) PACKING: IN BULK IN ISO TANK (02 X 20 FCL) NET WEIGH T: 39. 000 MTS GROSS WEIGHT: 39. 000 MTS TARE WEIGHT: 7. 130 MTS SAP TC NO. 4500014569 P O NO. 913049, 913050 S/BILL N O: 4055296 DATE: 17 SEP 2024 S /BILL NO: 4108644 DATE: 18 SEP 2024 CONTAINER NO. TARE WEIGH T (MTS) BPTU2660930 3. 565 BPTU2660565 3. 565 FREIGHT DDC PREPAID NOTIF Y PARTY ALNOR OIL CO., INC 7 0 E. SUNRISE HIGHWAY SUITE 418 VALLEY STREAM, NY 11581, AT T: JEANNY RODRIGUEZ / JONATHAN KAPLAN EMAIL: JEANN Y@ALNOROILCOM JONATHAN @ALNOROIL. COM NOTIFY PARTY -2 DHL GLOBAL FORWARDING 158 94 DIPLOMATIC PLAZA HOUSTON, TX 77032 / M MAEGAN. CROWNO VER@DHL. COM 01 X 20' CONTAINER: CASTOR OIL FATTY ACID (RICINOLEIC AC ID < 90%) PACKING: IN BULK IN ISO TANK (01 X 20' FCL) N ET WEIGHT: 19. 500 MTS GROSS WEIGHT: 19. 500 MTS TARE WEIG HT: 3. 660 MTS GROSS WEIGH T 19, 500. 000 KGS NET WEIGHT 1 9, 500. 000 KGS SAP TC NO. 4500 014028 PO NO. 912688 S/BIL L NO. 1423682 DATE 04/06/2024 FREIGHT: PREPAID DDC PREPAID 2ND NOTIFY PARTY DHL GLO BAL FORWARDING 14950 HEATHROW FOREST PKWY, SUITE 500 HOUS TON, TX 77032 EMAIL: OLGA. DAN A@DHL. COM ALSO NOTIFY: ALNO R OIL CO., INC 70 E. SUNRISE HIGHWAY SUITE 418 VALLEY STRE AM, NY 11581, ATT: JEANNY ROD RIGUEZ / JONATHAN KAPLAN EMAIL: JEANNY@ALNOROIL. COM JONATHAN@ALNOROIL. COM 02 X 20 CONTAINER: CASTOR OIL FATTY ACID (RICINOLEIC ACID 90%) PACKING: IN BULK IN ISO TANK (02 X 20 FCL) NET WEIGH T: 39. 000 MTS GROSS WEIGHT: 39. 000 MTS TARE WEIGHT: 7. 130 MTS SAP TC NO. 4500014569 P O NO. 913049, 913050 S/BILL N O: 4055296 DATE: 17 SEP 2024 S /BILL NO: 4108644 DATE: 18 SEP 2024 CONTAINER NO. TARE WEIGH T (MTS) BPTU2660251 3. 565 BPTU2660565 3. 565 FREIGHT & DDC PREPAID 2ND NOTIFY P ARTY DHL GLOBAL FORWARDING 15894 DIPLOMATIC PLAZA HOUS TON, TX 77032 T - 281-219-42 22 / M MAEGAN. CROWNOVER@DHL. COM; 02 X 20 CONTAINER: CASTOR OIL FATTY ACID (RICINOLEIC ACID 90%) PACKING: IN BULK IN ISO TANK (02 X 20 FCL) NET WEIGH T: 39. 000 MTS GROSS WEIGHT: 39. 000 MTS TARE WEIGHT: 7. 130 MTS SAP TC NO. 4500014569 P O NO. 913049, 913050 S/BILL N O: 4055296 DATE: 17 SEP 2024 S /BILL NO: 4108644 DATE: 18 SEP 2024 CONTAINER NO. TARE WEIGH T (MTS) BPTU2660930 3. 565 BPTU2660565 3. 565 FREIGHT DDC PREPAID NOTIF Y PARTY ALNOR OIL CO., INC 7 0 E. SUNRISE HIGHWAY SUITE 418 VALLEY STREAM, NY 11581, AT T: JEANNY RODRIGUEZ / JONATHAN KAPLAN EMAIL: JEANN Y@ALNOROILCOM JONATHAN @ALNOROIL. COM NOTIFY PARTY -2 DHL GLOBAL FORWARDING 158 94 DIPLOMATIC PLAZA HOUSTON, TX 77032 / M MAEGAN. CROWNO VER@DHL. COM 01 X 20' CONTAINER: CASTOR OIL FATTY ACID (RICINOLEIC AC ID < 90%) PACKING: IN BULK IN ISO TANK (01 X 20' FCL) N ET WEIGHT: 19. 500 MTS GROSS WEIGHT: 19. 500 MTS TARE WEIG HT: 3. 660 MTS GROSS WEIGH T 19, 500. 000 KGS NET WEIGHT 1 9, 500. 000 KGS SAP TC NO. 4500 014028 PO NO. 912688 S/BIL L NO. 1423682 DATE 04/06/2024 FREIGHT: PREPAID DDC PREPAID 2ND NOTIFY PARTY DHL GLO BAL FORWARDING 14950 HEATHROW FOREST PKWY, SUITE 500 HOUS TON, TX 77032 EMAIL: OLGA. DAN A@DHL. COM ALSO NOTIFY: ALNO R OIL CO., INC 70 E. SUNRISE HIGHWAY SUITE 418 VALLEY STRE AM, NY 11581, ATT: JEANNY ROD RIGUEZ / JONATHAN KAPLAN EMAIL: JEANNY@ALNOROIL. COM JONATHAN@ALNOROIL. COM",80.0
Ternium,"All Other Brazil Ports South Of Recife, Brazil","Houston, Houston, Texas",72.0,7208.0,2276.2,8,PICKLED HOT-ROLLED STEEL COIL PICKLED HOT-ROLLED STEEL COIL PICKLED HOT-ROLLED STEEL COIL PICKLED HOT-ROLLED STEEL COIL PICKLED HOT- ROLLED STEEL COIL PICKLED HOT- ROLLED STEEL COIL PICKLED HOT- ROLLED STEEL COIL PICKLED HOT- ROLLED STEEL COIL,80.0
Compania Minera,"Antofagasta, Chile","Port of New Orleans, New Orleans, Louisiana",74.0,7403.0,3022.38,8,"BUNDLES WITH: 12808 PIECES COUNTRY OF ORIGIN: CHILE HTS CODE: 7403. 11. 0000 REFINE: COPPER CATHODE SHAPE: CATHODE BUNDLES WITH: 6167 PIECES COPPER CATHODES WITH ORGANIC CONTAMINATION PR ODUCED BY COMPANIA MINERA ZALDIVAR SPA, ORIGIN: CHILE BUNDLES WITH: 6229 PIECES LME REGISTERED GRADE A COPPER CATHODES ASTM B-115 BRAND: ZALDIVAR BUNDLES WITH: 12808 PIECES COUNTRY OF ORIGIN: CHILE HTS CODE: 7403. 11. 0000 REFINE: COPPER CATHODE SHAPE: CATHODE BUNDLES WITH: 6167 PIECES COPPER CATHODES WITH ORGANIC CONTAMINATION PR ODUCED BY COMPANIA MINERA ZALDIVAR SPA, ORIGIN: CHILE BUNDLES WITH: 12543 PIECES LME REGISTERED GRADE A COPPER CATHODES ASTM B-115 BRAND: ZALDIVAR BUNDLES WITH: 6229 PIECES LME REGISTERED GRADE A COPPER CATHODES ASTM B-115 BRAND: ZALDIVAR BUNDLES WITH: 12543 PIECES LME REGISTERED GRADE A COPPER CATHODES ASTM B-115 BRAND: ZALDIVAR",80.0
Emirates Aluminium (EGA),"Kawasaki, Japan","Jacksonville, Florida",87.0,8703.0,33.8,8,USED VEHICLE(S) 1999 NISSAN SKYLINE CP 2490CC PETROL MADE IN JAPAN MANU YEAR: 1999 USED VEHICLE(S) 1999 NISSAN SKYLINE 2490CC PE TROL MADE IN JAPAN MANU YEAR: 1999 USED VEHICLE(S) 1998 NISSAN SKYLINE 2490CC PE TROL MADE IN JAPAN MANU YEAR: 1998 USED VEHICLE(S) 1998 NISSAN SKYLINE 2490CC PE TROL MADE IN JAPAN USED VEHICLE(S) 1998 NISSAN SKYLINE 2490CC PE TROL MADE IN JAPAN USED VEHICLE(S) 1999 NISSAN SILVIA 1990CC PET ROL MADE IN JAAPN USED VEHICLE(S) 1999 NISSAN SKYLINE CP 2490CC PETROL MADE IN JAPAN MANU YEAR: 1999 USED VEHICLE(S) 1999 NISSAN SKYLINE 2490CC PE TROL MADE IN JAPAN MANU YEAR: 1999 USED VEHICLE(S) 1998 NISSAN SKYLINE 2490CC PE TROL MADE IN JAPAN MANU YEAR: 1998 USED VEHICLE(S) 1998 NISSAN SKYLINE 2490CC PE TROL MADE IN JAPAN USED VEHICLE(S) 1998 NISSAN SKYLINE 2490CC PE TROL MADE IN JAPAN USED VEHICLE(S) 1999 NISSAN SILVIA 1990CC PET ROL MADE IN JAAPN USED VEHICLE(S) 1999 NISSAN SKYLINE CP 2490CC PETROL MADE IN JAPAN MANU YEAR: 1999 USED VEHICLE(S) 1999 NISSAN SKYLINE 2490CC PE TROL MADE IN JAPAN MANU YEAR: 1999 USED VEHICLE(S) 1998 NISSAN SKYLINE 2490CC PE TROL MADE IN JAPAN MANU YEAR: 1998 USED VEHICLE(S) 1998 NISSAN SKYLINE 2490CC PE TROL MADE IN JAPAN USED VEHICLE(S) 1998 NISSAN SKYLINE 2490CC PE TROL MADE IN JAPAN USED VEHICLE(S) 1999 NISSAN SILVIA 1990CC PET ROL MADE IN JAAPN USED VEHICLE(S) 1999 NISSAN SKYLINE CP 2490CC PETROL MADE IN JAPAN MANU YEAR: 1999 USED VEHICLE(S) 1999 NISSAN SKYLINE 2490CC PE TROL MADE IN JAPAN MANU YEAR: 1999 USED VEHICLE(S) 1998 NISSAN SKYLINE 2490CC PE TROL MADE IN JAPAN MANU YEAR: 1998 USED VEHICLE(S) 1998 NISSAN SKYLINE 2490CC PE TROL MADE IN JAPAN USED VEHICLE(S) 1998 NISSAN SKYLINE 2490CC PE TROL MADE IN JAPAN USED VEHICLE(S) 1999 NISSAN SILVIA 1990CC PET ROL MADE IN JAAPN,80.0
Emirates Aluminium (EGA),"Yokohama, Japan","Port of Long Beach, Long Beach, California",84.0,8429.0,186.24,8,HITACHI WHEEL LOADER TOTAL 2 UNITS 2 UNITS MODEL ZW140 6 HCMA P. O. NO. PO113575 PO113576 PIN NO. RYUPTE60 KH8605561 RYUPTE60JH8605562 SERIAL NO 62 ENGINE SERIAL NO. 26801989 268 01898 ITOCHU S C NO. MI HCA HTC V068 00 I V NO. MI HCA DL2311 H. S. CODE 8429. 51 HITACHI WHEEL LOADER TOTAL 2 UNITS 2 UNITS MODEL ZW140 6 HCMA P. O. NO. PO113575 PO113576 PIN NO. RYUPTE60 KH8605561 RYUPTE60JH8605562 SERIAL NO 62 ENGINE SERIAL NO. 26801989 268 01898 ITOCHU S C NO. MI HCA HTC V068 00 I V NO. MI HCA DL2311 H. S. CODE 8429. 51 HITACHI WHEEL LOADER TOTAL 2 UNITS 2 UNITS MODEL ZW220 7 HCMA P. O. NO. PO115449 PO115450 PIN NO. HCMNUD60 C00010262 HCMNUD60T00010263 SERIAL NO 63 ENGINE SERIAL NO. 26802041 268 02039 ITOCHU S C NO. MI HCA HTC V070 00 I V NO. MI HCA DM2307 H. S. CODE 8429. 51 HITACHI WHEEL LOADER TOTAL 2 UNITS 2 UNITS MODEL ZW220 7 HCMA P. O. NO. PO115449 PO115450 PIN NO. HCMNUD60 C00010262 HCMNUD60T00010263 SERIAL NO 63 ENGINE SERIAL NO. 26802041 268 02039 ITOCHU S C NO. MI HCA HTC V070 00 I V NO. MI HCA DM2307 H. S. CODE 8429. 51 HITACHI WHEEL LOADER TOTAL 1 UNIT 1 UNIT MODEL ZW220 7 HCMA P. O. NO. PO111776 PIN NO. HCMNUD60J00010235 SE RIAL NO. 010235 ENGINE SERIAL NO. 26799350 ITOCHU S C NO. MI HCA HTC V065 00 I V NO. MI HCA DJ2322 H. S. CODE 8429. 51 HITACHI WHEEL LOADER TOTAL 1 UNIT 1 UNIT MODEL ZW220 7 HCMA P. O. NO. PO111776 PIN NO. HCMNUD60J00010235 SE RIAL NO. 010235 ENGINE SERIAL NO. 26799350 ITOCHU S C NO. MI HCA HTC V065 00 I V NO. MI HCA DJ2322 H. S. CODE 8429. 51 HITACHI WHEEL LOADER TOTAL 1 UNIT 1 UNIT MODEL ZW310 7 HCMA P. O. NO. PO111802 PIN NO. HCMNFQ60A00010159 S ERIAL NO. 010159 ENGINE SERIAL NO. 2691990 5 ITOCHU S C NO. MI HCA HTC V065 00 I V NO. MI HCA DK2315 H. S. CODE 8429. 51 HITACHI WHEEL LOADER TOTAL 2 UNITS 2 UNITS MODEL ZW140 6 HCMA P. O. NO. PO113575 PO113576 PIN NO. RYUPTE60 KH8605561 RYUPTE60JH8605562 SERIAL NO 62 ENGINE SERIAL NO. 26801989 268 01898 ITOCHU S C NO. MI HCA HTC V068 00 I V NO. MI HCA DL2311 H. S. CODE 8429. 51 HITACHI WHEEL LOADER TOTAL 2 UNITS 2 UNITS MODEL ZW140 6 HCMA P. O. NO. PO113575 PO113576 PIN NO. RYUPTE60 KH8605561 RYUPTE60JH8605562 SERIAL NO 62 ENGINE SERIAL NO. 26801989 268 01898 ITOCHU S C NO. MI HCA HTC V068 00 I V NO. MI HCA DL2311 H. S. CODE 8429. 51 HITACHI WHEEL LOADER TOTAL 1 UNIT 1 UNIT MODEL ZW310 7 HCMA P. O. NO. PO111802 PIN NO. HCMNFQ60A00010159 S ERIAL NO. 010159 ENGINE SERIAL NO. 2691990 5 ITOCHU S C NO. MI HCA HTC V065 00 I V NO. MI HCA DK2315 H. S. CODE 8429. 51 HITACHI WHEEL LOADER TOTAL 2 UNITS 2 UNITS MODEL ZW220 7 HCMA P. O. NO. PO115449 PO115450 PIN NO. HCMNUD60 C00010262 HCMNUD60T00010263 SERIAL NO 63 ENGINE SERIAL NO. 26802041 268 02039 ITOCHU S C NO. MI HCA HTC V070 00 I V NO. MI HCA DM2307 H. S. CODE 8429. 51 HITACHI WHEEL LOADER TOTAL 2 UNITS 2 UNITS MODEL ZW220 7 HCMA P. O. NO. PO115449 PO115450 PIN NO. HCMNUD60 C00010262 HCMNUD60T00010263 SERIAL NO 63 ENGINE SERIAL NO. 26802041 268 02039 ITOCHU S C NO. MI HCA HTC V070 00 I V NO. MI HCA DM2307 H. S. CODE 8429. 51,80.0
Emirates Aluminium (EGA),"Kawasaki, Japan","Port of Wilmington, Wilmington, Delaware",87.0,8703.0,21.759999999999998,8,USED VEHICLE(S) 1999 NISSAN SILVIA 1990CC PET ROL MADE IN JAPAN USED VEHICLE(S) 1990 NISSAN SKYLINE 1990CC PE TROL MADE IN JAPAN USED VEHICLE(S) 1999 NISSAN SILVIA 1990CC PET ROL MADE IN JAPAN USED VEHICLE(S) 1990 NISSAN SKYLINE 1990CC PE TROL MADE IN JAPAN USED VEHICLE(S) 1999 NISSAN SILVIA 1990CC PET ROL MADE IN JAPAN USED VEHICLE(S) 1999 TOYOTA ARISTO 2990CC PET ROL MADE IN JAPAN VIN: JZS1610017514 USED VEHICLE(S) 1999 NISSAN SILVIA 1990CC PET ROL MADE IN JAPAN USED VEHICLE(S) 1999 TOYOTA ARISTO 2990CC PET ROL MADE IN JAPAN VIN: JZS1610017514 USED VEHICLE(S) 1999 NISSAN SILVIA 1990CC PET ROL MADE IN JAPAN USED VEHICLE(S) 1990 NISSAN SKYLINE 1990CC PE TROL MADE IN JAPAN USED VEHICLE(S) 1999 NISSAN SILVIA 1990CC PET ROL MADE IN JAPAN USED VEHICLE(S) 1990 NISSAN SKYLINE 1990CC PE TROL MADE IN JAPAN USED VEHICLE(S) 1999 NISSAN SILVIA 1990CC PET ROL MADE IN JAPAN USED VEHICLE(S) 1999 TOYOTA ARISTO 2990CC PET ROL MADE IN JAPAN VIN: JZS1610017514 USED VEHICLE(S) 1999 NISSAN SILVIA 1990CC PET ROL MADE IN JAPAN USED VEHICLE(S) 1999 TOYOTA ARISTO 2990CC PET ROL MADE IN JAPAN VIN: JZS1610017514,80.0
Emirates Aluminium (EGA),"Lazaro Cardenas, Mexico","Port of San Diego, San Diego, California",87.0,8703.0,53.04,8,AUDI PRODUCTS AUDI Q5 AUDI VEHICLES AUDI PRODUCTS AUDI Q5 AUDI UNITS AUDI UNITS AUDI VEHICLES,80.0
Emirates Aluminium (EGA),"Liverpool, United Kingdom","New York/Newark Area, Newark, New Jersey",84.0,8474.0,267.92,8,"1 X NEW OMEGA J1065T JAW CRUSHER SN SAJ1065TF1451060 1 X NEW OMEGA J1065T TRACKED JAW CRUSHER SERIAL NO SA9J1065TF1451057 MACHINE WEIGHT 31, 500 KGS DIMS 14. 2 X 2. 54 X 3. 2 M 1 X NEW OMEGA J1065T TRACKED JAW CRUSHER SERIAL NO SA9J1065TF1451058 ACCOMPANYING PALLET 1060KG 120X98X28CM ACCOMPANYING PALLET 1300KG 145X98X40CM ACCOMPANYING PALLET 573KG 125X120X40CM ACCOMPANYING BOX 30KG 56CM X 61CM X 26CM 1 X NEW OMEGA J1065T TRACKED JAW CRUSHER SERIAL NO SA9J1065TF1451057 MACHINE WEIGHT 31, 500 KGS DIMS 14. 2 X 2. 54 X 3. 2 M 1 X NEW OMEGA J1065T TRACKED JAW CRUSHER SERIAL NO SA9J1065TF1451058 ACCOMPANYING PALLET 1060KG 120X98X28CM ACCOMPANYING PALLET 1300KG 145X98X40CM ACCOMPANYING PALLET 573KG 125X120X40CM ACCOMPANYING BOX 30KG 56CM X 61CM X 26CM 1 X NEW OMEGA J1065T JAW CRUSHER SN SAJ1065TF1451060 MCCLOSKEY S250 2D TRACKED SCREENER MCCLOSKEY S250 2D TRACKED SCREENER",80.0
Ternium,"All Other Brazil Ports South Of Recife, Brazil","Port of New Haven, New Haven, Connecticut",72.0,7208.0,1887.6599999999999,8,PICKLED HOT-ROLLED STEEL COIL PICKLED HOT-ROLLED STEEL COIL PICKLED HOT-ROLLED STEEL COIL PICKLED HOT-ROLLED STEEL COIL PICKLED HOT-ROLLED STEEL COIL PICKLED HOT-ROLLED STEEL COIL PICKLED HOT-ROLLED STEEL COIL PICKLED HOT-ROLLED STEEL COIL,80.0
Emirates Aluminium (EGA),"Inchon, South Korea","Philadelphia Regional Port Authority, Philadelphia, Pennsylvania",87.0,8703.0,49.36,8,USED CARS USED CARS USED CARS USED CARS USED CARS USED CARS USED CARS USED CARS,80.0
