Bill of Lading Number,Arrival Date,Consignee,Consignee (Original Format),Consignee SIC Codes,Shipper,Shipper (Original Format),Shipper SIC Codes,Notify Party,Carrier,Origin (F),Destination (D),Port of Discharge (D),Port of Loading (F),Country of Origin (F),Place of Receipt (F),Vessel,Voyage,IMO,Is Containerized,Measurement,Kilos,Tons,Weight (Original Format),Value,HS Code Desc.,Goods Shipped,REC_ID,Qty,Pckg,HS2,HS4,HS6,Vessel_Type_Simple,Carrier Name,Package_Type,Count,Group,Commodity,Cargo,Cargo Detail,Group_Locked,Commodity_Locked,Cargo_Locked,Cargo_Detail_Locked,Classified_Phase,Last_Rule_ID,Report_One,Report_Two,Report_Three,Report_Four,Filter,Note,Cargo_Detail,Classified_By_Rule,Type,DWT,LOA,Beam,Depth(m),GT,NRT,Grain,TPC,Dwt_Draft(m),Port_Code,Port_Consolidated,Port_Coast,Port_Region
PXBCVNTOAL252810,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,4341000.0,4341.0,4341 ET,2084000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE144_R1133192,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCVNTOAL252809,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,4337000.0,4337.0,4337 ET,2082000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE144_R1133193,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCVNTOAL252808,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,1654000.0,1654.0,1654 ET,794000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE144_R1133194,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCVNTOAL252807,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,3105000.0,3105.0,3105 ET,1490000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE144_R1133195,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCVNTOAL252806,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,3104000.0,3104.0,3104 ET,1490000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE144_R1133196,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCVNTOAL252805,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,1037000.0,1037.0,1037 ET,498000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE144_R1133197,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCVNTOAL252804,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,995000.0,995.0,995 ET,478000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE144_R1133198,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCVNTOAL252803,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,1557000.0,1557.0,1557 ET,747000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE144_R1133199,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCVNTOAL252802,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,2583000.0,2583.0,2583 ET,1240000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE144_R1133200,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCVNTOAL252801,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,14487000.0,14487.0,14487 ET,6954000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE144_R1133201,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCVNTOAL252810,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,4341000.0,4341.0,4341 ET,2084000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE154_R1228228,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCVNTOAL252809,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,4337000.0,4337.0,4337 ET,2082000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE154_R1228229,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCVNTOAL252808,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,1654000.0,1654.0,1654 ET,794000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE154_R1228230,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCVNTOAL252807,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,3105000.0,3105.0,3105 ET,1490000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE154_R1228231,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCVNTOAL252806,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,3104000.0,3104.0,3104 ET,1490000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE154_R1228232,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCVNTOAL252805,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,1037000.0,1037.0,1037 ET,498000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE154_R1228233,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCVNTOAL252804,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,995000.0,995.0,995 ET,478000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE154_R1228234,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCVNTOAL252803,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,1557000.0,1557.0,1557 ET,747000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE154_R1228235,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCVNTOAL252802,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,2583000.0,2583.0,2583 ET,1240000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE154_R1228236,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCVNTOAL252801,2023-04-16,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","Victoria, Brazil",Brazil,BRAZIL,TOMINI SHAMAL,2528,,, ,14487000.0,14487.0,14487 ET,6954000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE154_R1228237,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
ULTH230132000101,2023-04-21,Primetrade Incorporatedorporated,"PRIMETRADE LLC
11301 CARMEL COMMONS BLVD
SUITE 115
CHARLOTTENC 28226
TEUS",5051,Tronox Mineral Sands (Pty) ) Limited,"TRONOX MINERAL SANDS PTY LTD
MELMOTH ROAD R34
EMPANGENI 3881
ZA",3291,"PAGE & JONES
52 NORTH JACKSON STREET, MOBILEAL 36602, US, TE251-432-1646",ULTH - Ultrabulk,South Africa,"Alabama State Port Authority, Mobile, Alabama","Alabama State Port Authority, Mobile, Alabama","Richard's Bay, South Africa",South Africa,"RICHARD'S BAY, ZA",FREE STATE,20001,9386392,, CM,10400000.0,10400.0,10400000 K,5824000.0,Classified: 7201.10,3900 MT LOW MANGANESE PIG IRON 6500 MT LOW MANGANESE PIG IRON,PANV_IMP_FILE144_R1129411,2,BLK,72,7201,720110,Bulk Carrier,ULTH,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Supra/Ultramax,58679,185.75,32.29,18,32379,19353,72360,57.4,12.828,2002,Mobile,Gulf,Gulf East
ULTH230132000101,2023-04-21,Primetrade Incorporatedorporated,"PRIMETRADE LLC
11301 CARMEL COMMONS BLVD
SUITE 115
CHARLOTTENC 28226
TEUS",5051,Tronox Mineral Sands (Pty) ) Limited,"TRONOX MINERAL SANDS PTY LTD
MELMOTH ROAD R34
EMPANGENI 3881
ZA",3291,"PAGE & JONES
52 NORTH JACKSON STREET, MOBILEAL 36602, US, TE251-432-1646",ULTH - Ultrabulk,South Africa,"Alabama State Port Authority, Mobile, Alabama","Alabama State Port Authority, Mobile, Alabama","Richard's Bay, South Africa",South Africa,"RICHARD'S BAY, ZA",FREE STATE,20001,9386392,, CM,10400000.0,10400.0,10400000 K,5824000.0,Classified: 7201.10,3900 MT LOW MANGANESE PIG IRON 6500 MT LOW MANGANESE PIG IRON,PANV_IMP_FILE154_R1226026,2,BLK,72,7201,720110,Bulk Carrier,ULTH,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Supra/Ultramax,58679,185.75,32.29,18,32379,19353,72360,57.4,12.828,2002,Mobile,Gulf,Gulf East
MACY233107KR407,2023-04-21,Millerand Companympany LLC.,"MILLERAND COMPANY, LLC
9550 WEST HIGGINS ROAD
SUITE 380 ROSEMONT, IL 60018
ATTN:JAMES LI
PHONE: 847-696-2435",,Richards Bay Titanium (Pty) ) Limited,"RICHARDSBAY TITANIUM (PTY) LTD
PO Box 401
Richards Bay
3900
South Africa","1099, 1481","R.W. SMITH & CO., INC.
201 EVANS ROAD SUITE 310, NEW ORLEANS, LA 70123, ATT: MITCH MUSSO, TEL: 504-733-5515",MACY - Macs Maritime Carrier Shipping Pte. Ltd.,South Africa,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Richard's Bay, South Africa",South Africa,RICHARDS BAY,MILAU BULKER,33107,9544138,, ,1400000.0,1400.0,1400000 K,784000.0,Parsed: 7201.10.00.00,"SORELMETAL (PIG IRON) GRADE RF2 IN BULK HARMONIZED TARIFF NO: 7201. 10. 00. 00 FREIGHT PAYABLE AS PER BOOKING NOTE DATED 09-02-2023 TERMS AND CONDITIONS OF THE BOOKING NOTE ARE FULLY INCORPORATED SAID TOWEIGH SAID TO BE FIOS CLEAN ON BOARD SHIPPED EX OPEN STOCKPILE CARGO NOT DEEMED WEATHER SENSITIVE CARRIER NOT LIABLE FOR WEIGHT DISCREPANCIESDUE WATER CONTENT QUALITY - QUANTITY UNKNOWN NEW ORLEANS, ASSOCIATED TERMINALS",PANV_IMP_FILE144_R1128901,1,BLK,72,7201,720110,,MACY,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,"General Cargo =>30,000dwt",38173,178.81,0,14.5,23950,11814,47235,51.3,10.02,2002,New Orleans,Gulf,Gulf East
MACY233107KR406,2023-04-21,Rw Smith,,,,,,"R.W. SMITH & CO.,INC.
201 EVANS ROAD, SUITE 310, NEW ORLEANS, LA 70123, ATTN: MITCH MUSSO, TEL: 504-733-5515",MACY - Macs Maritime Carrier Shipping Pte. Ltd.,South Africa,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Richard's Bay, South Africa",South Africa,RICHARDS BAY,MILAU BULKER,33107,9544138,, ,1400000.0,1400.0,1400000 K,784000.0,Parsed: 7201.10.00.00,"SORELMETAL (PIG IRON) GRADE RF10 IN BULK HARMONIZED TARIFF NO: 7201. 10. 00. 00 FREIGHT PAYABLE AS PER BOOKING NOTE DATED 09-02-2023 TERMS AND CONDITIONS OF THE BOOKING NOTE ARE FULLY INCORPORATED SAID TO WEIGH SAID TO BE FIOS CLEAN ON BOARD SHIPPED EX OPEN STOCKPILE CARGO NOT DEEMED WEATHER SENSITIVE CARRIER NOT LIABLE FOR WEIGHT DISCREPANCIES DUE WATER CONTENT QUALITY - QUANTITY UNKNOWN NEW ORLEANS, ASSOCIATED TERMINALS",PANV_IMP_FILE144_R1128902,1,BLK,72,7201,720110,,MACY,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,"General Cargo =>30,000dwt",38173,178.81,0,14.5,23950,11814,47235,51.3,10.02,2002,New Orleans,Gulf,Gulf East
MACY233107KR405,2023-04-21,Rw Smith,,,,,,"R.W. SMITH & CO., INC.
201 EVANS ROAD, SUITE 310 NEW ORLEANS, LA 70123, ATTN: MITCH MUSSO, TEL: 504-733-5515",MACY - Macs Maritime Carrier Shipping Pte. Ltd.,South Africa,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Richard's Bay, South Africa",South Africa,RICHARDS BAY,MILAU BULKER,33107,9544138,, ,4200000.0,4200.0,4200000 K,2352000.0,Parsed: 7201.10.00.00,"SORELMETAL (PIG IRON) GRADE RTF10 IN BULK HARMONIZEDTARIFF NO: 7201. 10. 00. 00 FREIGHT PAYABLE AS PER BOOKING NOTE DATED 09-02-2023 TERMS AND CONDITIONS OF THE BOOKING NOTE ARE FULLY INCORPORATED SAID TO WEIGH SAID TO BE FIOS CLEAN ON BOARD SHIPPED EX OPEN STOCKPILE CARGO NOT DEEMED WEATHER SENSITIVE CARRIER NOT LIABLE FOR WEIGHT DISCREPANCIES DUE WATER CONTENT QUALITY - QUANTITY UNKNOWN NEW ORLEANS, ASSOCIATED TERMINALS",PANV_IMP_FILE144_R1128903,1,BLK,72,7201,720110,,MACY,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,"General Cargo =>30,000dwt",38173,178.81,0,14.5,23950,11814,47235,51.3,10.02,2002,New Orleans,Gulf,Gulf East
ESLFOJPB00030001,2023-04-21,The David J. Joseph Companympany,"THE DAVID J JOSPEH COMPANY
300 PIKE STREET
CINCINNATI, OH 45202 USA",5093,Pjsc Arcelormittal Kryvyi Rih,"PJSC ARCELORMITTAL KRYVYI RIH
1 ORDZHONIKIDZE STREET
KRYVYI RIH, 50095
UKRAINE",,"GULF INLAND MARINE SERVICES
2341 S. DARLA AVE, GONZALES, LA 70737 U.S.A, OPERATIONS@GULFINLAND.COM",ESLF - Esl Shipping Ltd,Ukraine,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Stettin, Poland",Poland,POLAND,ARKADIA,23003,,, ,31008318.0,31008.32,31008318 KG,15504000.0,Classified: 7201.10,"CONVERSION PIG IRON GROSS WEIGHT 31, 003. 318 M T NET WEIGHT 31, 008. 318 MT",PANV_IMP_FILE144_R1129801,1,BLK,72,7201,720110,,ESLF,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,New Orleans,Gulf,Gulf East
MACY233107KR407,2023-04-21,Millerand Companympany LLC.,"MILLERAND COMPANY, LLC
9550 WEST HIGGINS ROAD
SUITE 380 ROSEMONT, IL 60018
ATTN:JAMES LI
PHONE: 847-696-2435",,Richards Bay Titanium (Pty) ) Limited,"RICHARDSBAY TITANIUM (PTY) LTD
PO Box 401
Richards Bay
3900
South Africa","1099, 1481","R.W. SMITH & CO., INC.
201 EVANS ROAD SUITE 310, NEW ORLEANS, LA 70123, ATT: MITCH MUSSO, TEL: 504-733-5515",MACY - Macs Maritime Carrier Shipping Pte. Ltd.,South Africa,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Richard's Bay, South Africa",South Africa,RICHARDS BAY,MILAU BULKER,33107,9544138,, ,1400000.0,1400.0,1400000 K,784000.0,Parsed: 7201.10.00.00,"SORELMETAL (PIG IRON) GRADE RF2 IN BULK HARMONIZED TARIFF NO: 7201. 10. 00. 00 FREIGHT PAYABLE AS PER BOOKING NOTE DATED 09-02-2023 TERMS AND CONDITIONS OF THE BOOKING NOTE ARE FULLY INCORPORATED SAID TOWEIGH SAID TO BE FIOS CLEAN ON BOARD SHIPPED EX OPEN STOCKPILE CARGO NOT DEEMED WEATHER SENSITIVE CARRIER NOT LIABLE FOR WEIGHT DISCREPANCIESDUE WATER CONTENT QUALITY - QUANTITY UNKNOWN NEW ORLEANS, ASSOCIATED TERMINALS",PANV_IMP_FILE154_R1225841,1,BLK,72,7201,720110,,MACY,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,"General Cargo =>30,000dwt",38173,178.81,0,14.5,23950,11814,47235,51.3,10.02,2002,New Orleans,Gulf,Gulf East
MACY233107KR406,2023-04-21,Rw Smith,,,,,,"R.W. SMITH & CO.,INC.
201 EVANS ROAD, SUITE 310, NEW ORLEANS, LA 70123, ATTN: MITCH MUSSO, TEL: 504-733-5515",MACY - Macs Maritime Carrier Shipping Pte. Ltd.,South Africa,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Richard's Bay, South Africa",South Africa,RICHARDS BAY,MILAU BULKER,33107,9544138,, ,1400000.0,1400.0,1400000 K,784000.0,Parsed: 7201.10.00.00,"SORELMETAL (PIG IRON) GRADE RF10 IN BULK HARMONIZED TARIFF NO: 7201. 10. 00. 00 FREIGHT PAYABLE AS PER BOOKING NOTE DATED 09-02-2023 TERMS AND CONDITIONS OF THE BOOKING NOTE ARE FULLY INCORPORATED SAID TO WEIGH SAID TO BE FIOS CLEAN ON BOARD SHIPPED EX OPEN STOCKPILE CARGO NOT DEEMED WEATHER SENSITIVE CARRIER NOT LIABLE FOR WEIGHT DISCREPANCIES DUE WATER CONTENT QUALITY - QUANTITY UNKNOWN NEW ORLEANS, ASSOCIATED TERMINALS",PANV_IMP_FILE154_R1225842,1,BLK,72,7201,720110,,MACY,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,"General Cargo =>30,000dwt",38173,178.81,0,14.5,23950,11814,47235,51.3,10.02,2002,New Orleans,Gulf,Gulf East
MACY233107KR405,2023-04-21,Rw Smith,,,,,,"R.W. SMITH & CO., INC.
201 EVANS ROAD, SUITE 310 NEW ORLEANS, LA 70123, ATTN: MITCH MUSSO, TEL: 504-733-5515",MACY - Macs Maritime Carrier Shipping Pte. Ltd.,South Africa,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Richard's Bay, South Africa",South Africa,RICHARDS BAY,MILAU BULKER,33107,9544138,, ,4200000.0,4200.0,4200000 K,2352000.0,Parsed: 7201.10.00.00,"SORELMETAL (PIG IRON) GRADE RTF10 IN BULK HARMONIZEDTARIFF NO: 7201. 10. 00. 00 FREIGHT PAYABLE AS PER BOOKING NOTE DATED 09-02-2023 TERMS AND CONDITIONS OF THE BOOKING NOTE ARE FULLY INCORPORATED SAID TO WEIGH SAID TO BE FIOS CLEAN ON BOARD SHIPPED EX OPEN STOCKPILE CARGO NOT DEEMED WEATHER SENSITIVE CARRIER NOT LIABLE FOR WEIGHT DISCREPANCIES DUE WATER CONTENT QUALITY - QUANTITY UNKNOWN NEW ORLEANS, ASSOCIATED TERMINALS",PANV_IMP_FILE154_R1225843,1,BLK,72,7201,720110,,MACY,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,"General Cargo =>30,000dwt",38173,178.81,0,14.5,23950,11814,47235,51.3,10.02,2002,New Orleans,Gulf,Gulf East
CINT3725MORRIO16,2023-04-26,Livingston International Incorporatedorporated,,4731,,,,"LIVINGSTON INTERNATIONAL
3625 NW 82ND AVENUE SUITE 107, DORAL, FL 33166",CINT - Cargill International S A,Brazil,"The Port of Charleston, Charleston, South Carolina","The Port of Charleston, Charleston, South Carolina","Rio De Janeiro, Brazil",Brazil,BRAZIL,INTHIRA NAREE,9,,, ,1579000.0,1579.0,1579 ET,758000.0,Classified: 7201.10,"1, 579 MT BASIC STEEL MAKING PIG IRON",PANV_IMP_FILE050_R360616,1,BLK,72,7201,720110,Bulk Carrier,CINT,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,1601,South Carolina Ports,East,South Atlantic
