Source,Target,Relationship_Type,Shipments,Tons
Hanse Yachts Ag,"WINCKLER & CO. LTD. SHIMOYAMA
SHIMOYAMAKANNAI BLDG 4F, 3-12-5 FUROCHO,, NAKA-KU, YOKOHAMA               JP, YOKOHAMA                 231-0032",Shipper→NotifyParty,3,31.560000000000002
Mt Aerospace Ag,Relativity Space Inc.,Shipper→Consignee,6,31.56
Rohlig France,Rohlig New Zealand Ltd.,Shipper→Consignee,2,31.56
China Steel Corporation,"AGUASCALIENTES STEEL COIL CENTER S.
PROGRESO113,PARQUE INDUSTRIAL LOGI, AGUASCALIENTES AGUASCALIENTES 20340, (RFC NO.ASC120201GH3) TEL:(52)449-9, 44",Shipper→NotifyParty,2,31.56
Royal Caribbean Cruise,"TRIDENT MARITIME SYSTEMS
3580 SW 20TH STREET, PEMBROKE PARK FL33023 US",Consignee→NotifyParty,13,31.56
Aguascalientes Steel Coil Center,"AGUASCALIENTES STEEL COIL CENTER S.
PROGRESO113,PARQUE INDUSTRIAL LOGI, AGUASCALIENTES AGUASCALIENTES 20340, (RFC NO.ASC120201GH3) TEL:(52)449-9, 44",Consignee→NotifyParty,2,31.56
Baker Hughes Guyana Co. Inc.,"Expeditors International
18255 HUMBLE PARKWAY RD, HUMBLE TX77338 US",Shipper→NotifyParty,16,31.53
Husteel Usa Inc.,"HUSTEEL USA INC.
2222 GREENHOUSE RD,, 500, HOUSTON, TX77084, TEL : 281-497-6784 FAX : 281-497-67, 27",Consignee→NotifyParty,2,31.52
Gf Machining Solutions Ag,"AMERICAN LAMPRECHT TRANSPORT INC
929 AEC DRIVE, WOOD DALE IL US",Shipper→NotifyParty,2,31.52
Gf Machining Solutions Llc,"AMERICAN LAMPRECHT TRANSPORT INC
929 AEC DRIVE, WOOD DALE IL US",Consignee→NotifyParty,2,31.52
"Husteel Co., Ltd.","HUSTEEL USA INC.
2222 GREENHOUSE RD,, 500, HOUSTON, TX77084, TEL : 281-497-6784 FAX : 281-497-67, 27",Shipper→NotifyParty,2,31.52
Jeremias Inc.,"WALKER CRANE & RIGGING
50 FARMINGTON VALLEY DRIVE, PLAINVILLE CT06062 US",Consignee→NotifyParty,2,31.5
Jeremias Abgastechnik Gmb H,"WALKER CRANE & RIGGING
50 FARMINGTON VALLEY DRIVE, PLAINVILLE CT06062 US",Shipper→NotifyParty,2,31.5
Jeremias Abgastechnik Gmb H,Jeremias Inc.,Shipper→Consignee,2,31.5
Fmc Technologies Inc.,"DSV AIR & SEA, INC.  (USA)
15993 DIPLOMATIC PLAZA DRIVE, HOUSTON TX77032 US",Consignee→NotifyParty,2,31.47
Pacific Coast Auto Imp.,"1230343 B.C. LTD.
2525 SAPPHIRE PLACE, COQUITLAM, BRITISH COLUMBIA V3E 2Z1 CANADA CA, COQUITLAM                V3E 2Z1",Shipper→NotifyParty,4,31.46
Vicem Yat San Ve Tic A.S.,Vicem Yachts Llc. Usa,Shipper→Consignee,1,31.45
Vicem Yachts Llc. Usa,"JP REYNOLDS
101 SE 21ST STREET FORT LAUDERDALE,, US-FLORIDA FL33316 US",Consignee→NotifyParty,1,31.45
Horsch Leeb Application Systems Gmb,"MANTORIA INC.
FREIGHT MANTORIA.COM, 4492 RUE SAINTE-CATHERINE OUEST, H3Z1R7 WESTMOUNT, CANADA, WESTMOUNT QC",Shipper→NotifyParty,2,31.42
Horsch Canada Inc.,"MANTORIA INC.
FREIGHT MANTORIA.COM, 4492 RUE SAINTE-CATHERINE OUEST, H3Z1R7 WESTMOUNT, CANADA, WESTMOUNT QC",Consignee→NotifyParty,2,31.42
"Hyundai Steel Pipe Co., Ltd.","HYUNDAI STEEL PIPE AMERICA, INC.
16200 PARK ROW, SUITE 270, HOUSTON, TX77084",Shipper→NotifyParty,2,31.4
Ritchie Bros. Auctioneers Inc.,"HANSEN SHIPPING AGENCY INC
4895 OLDE TOWNE PARKWAY, SUITE 102,, MARIETTA 30068 US",Consignee→NotifyParty,1,31.4
Jord Equipment B.V.,Ritchie Bros. Auctioneers Inc.,Shipper→Consignee,1,31.4
Hyundai Steel America Inc.,"HYUNDAI STEEL PIPE AMERICA, INC.
16200 PARK ROW, SUITE 270, HOUSTON, TX77084",Consignee→NotifyParty,2,31.4
Millar Plant Sales Ltd.,"HANSEN SHIPPING AGENCY INC
4895 OLDE TOWNE PARKWAY, SUITE 102,, MARIETTA 30068 US",Shipper→NotifyParty,3,31.35
"Be Forward Co., Ltd.",Fred Rahming,Shipper→Consignee,21,31.33
Finnairsea Logistics (Pty) ) Ltd.,"FINNAIRSEA LOGISTICS PTY LTD
UNIT 7B CARGO PARK BUSINESS CENTRE,, 1 INTERNATIONAL DRIVE,, WESTMEADOWS 3049, MELBOURNE VIC",Consignee→NotifyParty,2,31.32
Hbh Logistics Gmb H & Co. Kg,Finnairsea Logistics (Pty) ) Ltd.,Shipper→Consignee,2,31.32
Hbh Logistics Gmb H & Co. Kg,"FINNAIRSEA LOGISTICS PTY LTD
UNIT 7B CARGO PARK BUSINESS CENTRE,, 1 INTERNATIONAL DRIVE,, WESTMEADOWS 3049, MELBOURNE VIC",Shipper→NotifyParty,2,31.32
Ritchie Bros. Polska Sp. Z O.O.,"PACIFIC CUSTOMS BROKERS INC.
2150 PEACE PORTAL DR. SUITE 101, BLAINE",Shipper→NotifyParty,2,31.3
Coil Innovation Gmb H,"COIL INNOVATION USA, INC.
125 EDINBURGH SOUTH DR., STE. 201, CARY NORTH CAROLINA 27511 U.S.A.US, CARY                     27511",Shipper→NotifyParty,2,31.3
Coil Innovation Usa Inc.,"COIL INNOVATION USA, INC.
125 EDINBURGH SOUTH DR., STE. 201, CARY NORTH CAROLINA 27511 U.S.A.US, CARY                     27511",Consignee→NotifyParty,2,31.3
Coil Innovation Gmb H,Coil Innovation Usa Inc.,Shipper→Consignee,2,31.3
Custom Builders,Gec Construction,Shipper→Consignee,4,31.3
Ritchie Bros. Polska Sp. Z O.O.,Ritchie Bros. Auctioneers America L,Shipper→Consignee,2,31.3
Forgiatura A.Vienna,Thyssenkrupp Industries Solutions,Shipper→Consignee,1,31.29
Macfadden And Sons Inc.,"NMT USA INC
150 SECOND AVE. N., SUITE 690, ST PETERSBURG FL33701 USJASON MAINTZER TE001 727 888 3744

;

PNG Worldwide LLC
1749, Old Rothsville Road, Lititz, Pennsylvania, 17543, United States",Consignee→NotifyParty,4,31.28
Maxort Philippines Inc.,Parker Apac Ocean Lax,Shipper→Consignee,9,31.28
Wilhelm Rosebrock Gmb H & Co. Kg,"CAPITAL LOGISTICS
7158 AUSTIN STR #209, FOREST HILLS NY        11375     US",Shipper→NotifyParty,18,31.259999999999998
"Be Forward Co., Ltd.",Evens Joseph Chilli Enterprise Im,Shipper→Consignee,22,31.259999999999998
Bas World B.V.,Three Rivers Chrysler Jeep Dodge,Shipper→Consignee,1,31.21
Universal Eisen Und Stahl Gmb H,Bmg Mexico Cia Ltda S.A. De C.V.,Shipper→Consignee,2,31.2
Deckel Maho Pfronten Gmb H,Dmg Mori Canada Inc.,Shipper→Consignee,2,31.2
Nissan Mexicana S.A. De C.V.,"SANTO DOMINGO MOTORS COMPANY,C.POR
A PLAZA MAXIMO GOMEZ AUTOPISTA, DUARTEKM 6.5,APARTADO 800,, SANTO DOMINGO,REP.DOM., SANTO DOMINGODO",Shipper→NotifyParty,2,31.2
Pxgeo Us Inc. Wap,"SEISGEAR INC
126 ANTON STADE RD, ROSENBERG, TX 77471   US",Consignee→NotifyParty,4,31.2
Caribbean Trading Systems Inc.,"SANTO DOMINGO MOTORS COMPANY,C.POR
A PLAZA MAXIMO GOMEZ AUTOPISTA, DUARTEKM 6.5,APARTADO 800,, SANTO DOMINGO,REP.DOM., SANTO DOMINGODO",Consignee→NotifyParty,2,31.2
William H. Kopke Jr. Inc.,"J & K FRESH EAST
DIV OF 721 LOGISTICS LLC,, 399 MARKET STREET, SUITE 220,, PHILADELPHIA, PA         19106",Consignee→NotifyParty,1,31.18
"Dy Innovate Co., Ltd.","DY CONCRETE PUMPS INC
11917 EAST FM 917 ALVARADO TX, USA 76009",Shipper→NotifyParty,1,31.18
Dy Concrete Pump Inc.,"DY CONCRETE PUMPS INC
11917 EAST FM 917 ALVARADO TX, USA 76009",Consignee→NotifyParty,1,31.18
Blg Autotransport Gmb H & Co. Kg,Bavarian Motor Cars Usa Inc.,Shipper→Consignee,18,31.16
Bavarian Motor Cars Usa Inc.,"IFF INC.
202 EAGLES LANDING PARKWAY, STOCKBRIDGE, GA 30281, USA, PH  +1 800-288-7139, STOCKRIDGE GA",Consignee→NotifyParty,18,31.16
Nen Tek Garage,"NEN-TEK GARAGE
3950 227TH AVE NW STE 1, SAINT FRANCIS, MN , UNITED STATES 5, 5070, TEINFO@NENTEKGARAGE.COM",Consignee→NotifyParty,11,31.16
"Zapp International Co., Ltd.","NEN-TEK GARAGE
3950 227TH AVE NW STE 1, SAINT FRANCIS, MN , UNITED STATES 5, 5070, TEINFO@NENTEKGARAGE.COM",Shipper→NotifyParty,11,31.16
"Zapp International Co., Ltd.",Nen Tek Garage,Shipper→Consignee,11,31.16
Mc Closkey International Ltd.,"NMT USA INC
150 SECOND AVE. N., SUITE 690, ST PETERSBURG FL33701 USJASON MAINTZER TE001 727 888 3744

;

DSV GLOBAL TRANSPORT AND LOGISTICS
14154 NIAGARA PKWY, SUITE 201, NIAGARA ON THE LAKE, ONTARIO L0S 1J0 CAPAUL.COTE@CA.DSV.COM",Shipper→NotifyParty,1,31.14
Carnival Cruise Lines,Subsea Global Solutions,Shipper→Consignee,9,31.14
Thyssenkrupp Steel Europe Ag,Bombas Centrifugas Alemanas,Shipper→Consignee,2,31.14
Gmna,"GMNA
GM COMPANY VEHICLE OPERATIONS, 7111 EAST ELEVEN MILE ROAD, WARREN, MI 48092, U.S.A., WARREN MI",Consignee→NotifyParty,4,31.12
Allport Cruise Services,"ALLPORTS CRUISE SERVICES
1050 EAST 9TH STREET, HIALEAH FL33010 US",Consignee→NotifyParty,11,31.12
Gm Korea Comapny,"GMNA
GM COMPANY VEHICLE OPERATIONS, 7111 EAST ELEVEN MILE ROAD, WARREN, MI 48092, U.S.A., WARREN MI",Shipper→NotifyParty,4,31.12
Exportadora Geofrut Ltda,Dayka & Hackett Llc,Shipper→Consignee,5,31.11
Msc Meraviglia,Wartsila North America Inc.,Shipper→Consignee,2,31.1
Msc Meraviglia,"Wartsila North America Inc.
2900, SW 42nd Street, Fort Lauderdale, Florida, 33312, United States",Shipper→NotifyParty,2,31.1
Sayeed Trading Co.,Cars4 U Inc. (Dba) Verginia,Shipper→Consignee,8,31.08
Suzuki Motor Corporation,"SANTO DOMINGO MOTORS COMPANY, S.A.,
AUTOPISTA DUARTE KM.6.5APARTADO 800, SANTODOMINGO, DOMINICAN REPUBLIC, TEL 809 567 2661,, SANTO DOMINGODO",Shipper→NotifyParty,2,31.08
Santo Domingo Motors Co. C. Po,"SANTO DOMINGO MOTORS COMPANY, S.A.,
AUTOPISTA DUARTE KM.6.5APARTADO 800, SANTODOMINGO, DOMINICAN REPUBLIC, TEL 809 567 2661,, SANTO DOMINGODO",Consignee→NotifyParty,2,31.08
Spg Dry Cooling Usa Llc,"SPG DRY COOLING USA LLC
C/O TIC THE INDUSTRIAL COMPANY, MAGNOLIA POWER GENERATING, STATION UNIT 1 26620 LA-405, TEPLAQUEMINE, LA",Consignee→NotifyParty,2,31.08
"Posco Vietnam Co., Ltd.","SPG DRY COOLING USA LLC
C/O TIC THE INDUSTRIAL COMPANY, MAGNOLIA POWER GENERATING, STATION UNIT 1 26620 LA-405, TEPLAQUEMINE, LA",Shipper→NotifyParty,2,31.08
"Posco Vietnam Co., Ltd.",Spg Dry Cooling Usa Llc,Shipper→Consignee,2,31.08
Cars4 U Inc. (Dba) Verginia,Vale,Consignee→NotifyParty,8,31.08
Jaguar Land Rover Ltd.,"JAGUAR DE PANAMA S A
BUILDING EDIFICIO MANSION DANTE  ST, P O  BOX 92, PANAMA CITY PA",Shipper→NotifyParty,2,31.06
Distribuidora David Prestige Motors,"JAGUAR DE PANAMA S A
BUILDING EDIFICIO MANSION DANTE  ST, P O  BOX 92, PANAMA CITY PA",Consignee→NotifyParty,2,31.06
"Yantai Oriental Protein Tech Co., Ltd.","YANTAI ORIENTAL PROTEIN TECH
CO.,LTD., 668 JINCHENG ROAD, ZHAOYUAN CITY,, SHANDONG PROVINCE, CHINA, 265400 TEL: 86-535-8072189",Consignee→NotifyParty,1,31.04
Xpt Grain Inc.,"Yantai Oriental Protein Tech Co., Ltd.",Shipper→Consignee,1,31.04
Xpt Grain Inc.,"YANTAI ORIENTAL PROTEIN TECH
CO.,LTD., 668 JINCHENG ROAD, ZHAOYUAN CITY,, SHANDONG PROVINCE, CHINA, 265400 TEL: 86-535-8072189",Shipper→NotifyParty,1,31.04
American Piping Products,"IM/EX TRANSPORTATION SERVICE LLC
21690 HOLLY LEAF, COURT PORTER, HOUSTON, TETX 77365 USA",Consignee→NotifyParty,1,31.02
Petroleum Equipment (Thailand),"IM/EX TRANSPORTATION SERVICE LLC
21690 HOLLY LEAF, COURT PORTER, HOUSTON, TETX 77365 USA",Shipper→NotifyParty,1,31.02
Komatsu Ltd.,"KOMATSUAMERICA CORPORATION
409 SIGNAL MOUNTAIN ROAD, CHATTANOOGA, TN - 37405, UNITED STATES                   US, CHATTANOOGA              37405",Shipper→NotifyParty,2,31.02
Saab,"ANCHOR EXPRESS  INC
630 SUPREME DR, TEL  630 616 5555, BENSENVILLE IL US",Consignee→NotifyParty,2,31.0
Delta Sugar Co.,Peter Cremer North America,Shipper→Consignee,3,31.0
"Queen Long Marine Co., Ltd.","J P  REYNOLDS
101 SE 21ST STREET, FT. LAUDERDALE, FL 3316, 954 522 3763",Shipper→NotifyParty,1,31.0
Niagara (Temple),"INTERFREIGHT HARMONIZED LOGISTICS I
221 SHERIDAN BLVD., INWOOD, NY 11096, PHONE 1 516 371 0775, 15163716980",Consignee→NotifyParty,2,31.0
Wolter Inc.,"WOLTER INC.
820 S POST ROAD, BLVD #2, INDIANAPOLIS IN46239 US",Consignee→NotifyParty,2,31.0
Emirates Aluminium (EGA),"GCL INTERNATIONAL USA INC.
13200 CROSSROADS PARKWAY N. STE 460, CITY OF INDUSTRY, CA 91746 TEL:, 714-486-2981, 714-486-2972",Consignee→NotifyParty,2,31.0
Mitsubishi Corporation,"TGP LOGISTICS INC.
16945 NORTHCHASE DR. 1475, HOUSTON TX 77060, ATTN: CHANSEL TGLOBAL.COM, TEHOUSTON,USA",Shipper→NotifyParty,1,31.0
Gt Exp. Consulting Ltd.,Commercial Freight And Logistics,Shipper→Consignee,1,31.0
Sh Audi Mexico Sa De Cv,"NUQUL AUTOMOTIVE LTD. CO.
7TH CIRCLE AIRPORT ROAD, P.O. BOX 7155, 11118 AMMAN / JORDAN",Shipper→NotifyParty,8,31.0
Combilift Ulc,Fairchild Equipment,Shipper→Consignee,2,31.0
Sealogis Freight Forwarding,Haulotte Us,Shipper→Consignee,2,31.0
"Queen Long Marine Co., Ltd.",Hylas Yachts International Llc,Shipper→Consignee,1,31.0
Hylas Yachts International Llc,"J P  REYNOLDS
101 SE 21ST STREET, FT. LAUDERDALE, FL 3316, 954 522 3763",Consignee→NotifyParty,1,31.0
Combilift Ulc,"LEAVITT MACHINERY
83 QUEENS DRIVE,, RED DEER CA",Shipper→NotifyParty,2,31.0
Fairchild Equipment,"FAIRCHILD EQUIPMENT
2000 W 94TH ST., BLOOMINGTON MN55431 US",Consignee→NotifyParty,2,31.0
Bergerat Monnoyeur S A,"HANSEN SHIPPING AGENCY INC
4895 OLDE TOWNE PARKWAY, SUITE 102,, MARIETTA 30068 US",Shipper→NotifyParty,2,31.0
Sealogis Freight Forwarding,"BOLLORE LOGISTICS  CVG  USA INC
1881 DIXIE HIGHWAY, SUITE 350, FORT WRIGHT KY VI",Shipper→NotifyParty,2,31.0
Delta Sugar Co.,"PETER CREMER GMBH
GLOCKENGIESSERWALL 3, 20095, HAMBURG, GERMANY ATTN: BRITTA ENTE,, PH 0049 40 320 11 650 FAX: 0049 40, TE320 11 448",Shipper→NotifyParty,3,31.0
Combilift Ulc,"PAPE MATERIAL HANDLING
9892 40TH AVENUE SOUTH, SARA GEORGE  15, SEATTLE WA98118 US TE+12539264386",Shipper→NotifyParty,2,31.0
Combilift Ulc,"THOMPSON LIFT TRUCK COMPANY
PO BOX 10367, BIRMINGHAM AL35202 US",Shipper→NotifyParty,2,31.0
Combilift Ulc,"WOLTER INC.
820 S POST ROAD, BLVD #2, INDIANAPOLIS IN46239 US",Shipper→NotifyParty,2,31.0
N. Sundin Dockstavarvet Ab,"ANCHOR EXPRESS  INC
630 SUPREME DR, TEL  630 616 5555, BENSENVILLE IL US",Shipper→NotifyParty,2,31.0
Us Equipment Rental & Sales Lp,"NMT USA INC
150 SECOND AVE. N., SUITE 690, ST PETERSBURG FL33701 USJASON MAINTZER TE001 727 888 3744

;

GREEN MANALISHI TRANSPORTATION
9403 HARFORD ROAD, BALTIMORE MD21234 USLISA.RYAN@MANALISHI.COM TE0018443325535",Consignee→NotifyParty,1,31.0
Pape Material Handling,"PAPE MATERIAL HANDLING
9892 40TH AVENUE SOUTH, SARA GEORGE  15, SEATTLE WA98118 US TE+12539264386",Consignee→NotifyParty,2,31.0
Leavitt Machinery,"LEAVITT MACHINERY
83 QUEENS DRIVE,, RED DEER CA",Consignee→NotifyParty,2,31.0
Sidel Blowing & Services,Niagara (Temple),Shipper→Consignee,2,31.0
Alliance Material Handling Inc.,"SHELTER SYSTEMS
1025 MEADOW BRANCH, WESTMINISTER MD21158 US",Consignee→NotifyParty,2,31.0
Oci Beaumont,"TGP LOGISTICS INC.
16945 NORTHCHASE DR. 1475, HOUSTON TX 77060, ATTN: CHANSEL TGLOBAL.COM, TEHOUSTON,USA",Consignee→NotifyParty,1,31.0
Fuzhou Helmsman Yachts Industries,Emirates Aluminium (EGA),Shipper→NotifyParty,2,31.0
N. Sundin Dockstavarvet Ab,Saab,Shipper→Consignee,2,31.0
Gt Exp. Consulting Ltd.,"COMMERCIAL FREIGHT & LOGISTICS PL
8 NORTHUMBERLAND ROAD, TAREN POINT, NSW 2229, AUSTRALIA, TETEL: +61-2-8536 7555",Shipper→NotifyParty,1,31.0
Combilift Ulc,"SNAVELY FOREST PRODUCTS
2430 CHURCH STREET, GONZALES TX78629 US",Shipper→NotifyParty,2,31.0
Combilift Ulc,"SHELTER SYSTEMS
1025 MEADOW BRANCH, WESTMINISTER MD21158 US",Shipper→NotifyParty,2,31.0
Mccloskey International,"NMT USA INC
150 SECOND AVE. N., SUITE 690, ST PETERSBURG FL33701 USJASON MAINTZER TE001 727 888 3744

;

GREEN MANALISHI TRANSPORTATION
9403 HARFORD ROAD, BALTIMORE MD21234 USLISA.RYAN@MANALISHI.COM TE0018443325535",Shipper→NotifyParty,1,31.0
Fuzhou Helmsman Yachts Indusrty,"GCL INTERNATIONAL USA INC.
13200 CROSSROADS PARKWAY N. STE 460, CITY OF INDUSTRY, CA 91746 TEL:, 714-486-2981, 714-486-2972",Shipper→NotifyParty,2,31.0
Sidel Blowing & Services,"INTERFREIGHT HARMONIZED LOGISTICS I
221 SHERIDAN BLVD., INWOOD, NY 11096, PHONE 1 516 371 0775, 15163716980",Shipper→NotifyParty,2,31.0
Fuzhou Helmsman Yachts Industries,Emirates Aluminium (EGA),Shipper→Consignee,2,31.0
Haulotte Us,"BOLLORE LOGISTICS  CVG  USA INC
1881 DIXIE HIGHWAY, SUITE 350, FORT WRIGHT KY VI",Consignee→NotifyParty,2,31.0
Thompson Lift Truck Co.,"THOMPSON LIFT TRUCK COMPANY
PO BOX 10367, BIRMINGHAM AL35202 US",Consignee→NotifyParty,2,31.0
Commercial Freight And Logistics,"COMMERCIAL FREIGHT & LOGISTICS PL
8 NORTHUMBERLAND ROAD, TAREN POINT, NSW 2229, AUSTRALIA, TETEL: +61-2-8536 7555",Consignee→NotifyParty,1,31.0
Burke Material Handling Llc T A Com,"SNAVELY FOREST PRODUCTS
2430 CHURCH STREET, GONZALES TX78629 US",Consignee→NotifyParty,2,31.0
Nuqul Automotive Ltd. Co.,"NUQUL AUTOMOTIVE LTD. CO.
7TH CIRCLE AIRPORT ROAD, P.O. BOX 7155, 11118 AMMAN / JORDAN",Consignee→NotifyParty,8,31.0
Sh Audi Mexico Sa De Cv,Nuqul Automotive Ltd. Co.,Shipper→Consignee,8,31.0
Mitsubishi Corporation,Oci Beaumont,Shipper→Consignee,1,31.0
Bergerat Monnoyeur S A,Powertrac Machinery,Shipper→Consignee,2,31.0
Japan Car Direct,Brent Bowling,Shipper→Consignee,13,30.98
Los Caballeros,Espaillat Motors,Shipper→Consignee,10,30.94
Pro Prim,Andean Sun Produce Llc,Shipper→Consignee,1,30.94
Pro Prim,"ADVANCE CUSTOMS BROKERS & CONSULTIN
1400 NW 79TH AVE, MIAMI FL 33126, USA",Shipper→NotifyParty,1,30.94
Bruzzone Shipping Inc.,"BRUZZONE SHIPPING INC
BUFFALO AVENUE, FREEPORT NY 11520 US",Consignee→NotifyParty,2,30.92
Thales Alenia Sp A Ce Italia Sp A,"BRUZZONE SHIPPING INC
BUFFALO AVENUE, FREEPORT NY 11520 US",Shipper→NotifyParty,2,30.92
Thales Alenia Sp A Ce Italia Sp A,Bruzzone Shipping Inc.,Shipper→Consignee,2,30.92
Coperion Gmb H,Coperion Corp.,Shipper→Consignee,6,30.92
Exportadora San Clemente S.A.,Sbrocco International Inc.,Shipper→Consignee,2,30.910000000000004
Posco,"POSCO INTERNATIONAL AMERICACORP.
300 FRANK W.BURR BLVD.,SUITE #23, TEANECK, NJ07666",Shipper→NotifyParty,2,30.9
Posco America Corp.,"POSCO INTERNATIONAL AMERICACORP.
300 FRANK W.BURR BLVD.,SUITE #23, TEANECK, NJ07666",Consignee→NotifyParty,2,30.9
Herrenknecht Ag Tunnel,"MTI WORLWIDE LOGISTICS
2101 NT 129TH ST, SUITE 217, VANCOUVER WA 98686 US",Shipper→NotifyParty,2,30.88
Komatsu Ltd.,"D.J.POWERS
2600 NONCONNAH, SUITE221, MEMPHIS, TN 38132 IMPORT DEPARTMENT, FAX #901-398-5252, MEMPHIS            TN          US",Shipper→NotifyParty,2,30.88
Komatsu America Corp.,"D.J.POWERS
2600 NONCONNAH, SUITE221, MEMPHIS, TN 38132 IMPORT DEPARTMENT, FAX #901-398-5252, MEMPHIS            TN          US",Consignee→NotifyParty,2,30.88
Herrenknecht Tunnelling Systems,"MTI WORLWIDE LOGISTICS
2101 NT 129TH ST, SUITE 217, VANCOUVER WA 98686 US",Consignee→NotifyParty,2,30.88
Toyota Tsusho Corporation,"AYAX S.A.
AV.RONDEAU 1751MONTEVIDEO, URUGUAY, RUT:210383480019, PHONE:(0598)29240918, MONTEVIDEOUY",Shipper→NotifyParty,2,30.88
Ayax S.A.,"AYAX S.A.
AV.RONDEAU 1751MONTEVIDEO, URUGUAY, RUT:210383480019, PHONE:(0598)29240918, MONTEVIDEOUY",Consignee→NotifyParty,2,30.88
Man Energy Solutions Se,Ellwood Crankshaft And Machine Co.,Shipper→Consignee,2,30.84
Intl Motors Ltd.,"Julio Rodriguez
US Customs Broker., San Juan, Puerto Rico 00901, Phone 787 969 3111",Consignee→NotifyParty,2,30.84
Forkliftcenter Bv,Alliance Green Services Us Inc.,Shipper→Consignee,1,30.84
Gec Construction,"GSA FAS SAN JUAN FLEET MANAGEMENT
GSA CENTER 651, FEDERAL DRIVE STE 118-0, CATANO 00962 PR",Consignee→NotifyParty,2,30.84
Tadano Demag Gmb H,"ROEHLIG AUSTRALIA PTY LTD
BRISBANE BRANCH, 27 NAVIGATOR PLACE, HENDRA QLD 4011, P.O. BOX 870, HAMILTON, QLD 4007,, TE4011 BRISBANE",Shipper→NotifyParty,1,30.84
Renault Truck Sa,"C T L CONSULTANT TRANSPORT
BP 9642, NOUMEA NC NC",Shipper→NotifyParty,12,30.84
Tadano Oceania (Pty) ) Ltd.,"ROEHLIG AUSTRALIA PTY LTD
BRISBANE BRANCH, 27 NAVIGATOR PLACE, HENDRA QLD 4011, P.O. BOX 870, HAMILTON, QLD 4007,, TE4011 BRISBANE",Consignee→NotifyParty,1,30.84
Custom Builders,"GSA FAS SAN JUAN FLEET MANAGEMENT
GSA CENTER 651, FEDERAL DRIVE STE 118-0, CATANO 00962 PR",Shipper→NotifyParty,2,30.84
Kia,"Julio Rodriguez
US Customs Broker., San Juan, Puerto Rico 00901, Phone 787 969 3111",Shipper→NotifyParty,2,30.84
Mt Lucky Trader,"MT LUCKY  TRADER
C/O EASTERN MEDITERRANEAN, MARITIME LTD 69 GRIGORIOU, LAMPRAKI STREET ATHENS GR",Consignee→NotifyParty,1,30.82
Mt Lucky Trader,"MT LUCKY  TRADER
C/O EASTERN MEDITERRANEAN, MARITIME LTD 69 GRIGORIOU, LAMPRAKI STREET ATHENS GR",Shipper→NotifyParty,1,30.82
Nh Global,"SAME AS CONSIGNEE
MOBILE : +82-10-500",Shipper→NotifyParty,2,30.82
Multikevin Express Srl,"SAME AS CONSIGNEE
MOBILE : +82-10-500",Consignee→NotifyParty,2,30.82
Cj Equipment Inc.,"CJ EQUIPMENT, INC.
45380 DIAMOND POND D, USA TEL:1-586-530-8411",Consignee→NotifyParty,2,30.82
"Ist Co., Ltd.",Cj Equipment Inc.,Shipper→Consignee,2,30.82
"Ist Co., Ltd.","CJ EQUIPMENT, INC.
45380 DIAMOND POND D, USA TEL:1-586-530-8411",Shipper→NotifyParty,2,30.82
"Ming Hau Industrial Co., Ltd.","MING HAU INDUSTRIAL CO LTD
2F NO 124 CHENG DE ROAD SEC 4, 11167 TAIPEI TAIWAN, T: 02-28868848",Consignee→NotifyParty,1,30.8
Hyundai Power Transformers Usa,"HYUNDAI POWER TRANSFORMERS, INC., U
CONTACT POINT: PURCHASING DEPARTMEN, T, NAME: HOHYOUNG LEE, TETEL :334-481-2065",Consignee→NotifyParty,2,30.8
"Kuk Je Metal Co., Ltd.","HYUNDAI POWER TRANSFORMERS, INC., U
CONTACT POINT: PURCHASING DEPARTMEN, T, NAME: HOHYOUNG LEE, TETEL :334-481-2065",Shipper→NotifyParty,2,30.8
"Kuk Je Metal Co., Ltd.",Hyundai Power Transformers Usa,Shipper→Consignee,2,30.8
Nissan Mexicana S.A. De C.V.,"HYDE SHIPPING CO SISTO INTL
2000 ELLER DRIVE FORT LAUDERDALE, 33313 USA PH#:954-760-9673, FORT LAUDERDALE      FL          US",Shipper→NotifyParty,6,30.8
Agt Foods,"MING HAU INDUSTRIAL CO LTD
2F NO 124 CHENG DE ROAD SEC 4, 11167 TAIPEI TAIWAN, T: 02-28868848",Shipper→NotifyParty,1,30.8
Nimbus Boats Sweden Ab,Nimbus Florida,Shipper→Consignee,4,30.8
Agt Foods,"Ming Hau Industrial Co., Ltd.",Shipper→Consignee,1,30.8
Bravo Investment Ltd.,"HYDE SHIPPING CO SISTO INTL
2000 ELLER DRIVE FORT LAUDERDALE, 33313 USA PH#:954-760-9673, FORT LAUDERDALE      FL          US",Consignee→NotifyParty,6,30.8
Nimbus Florida,"BOAT SHIPPING INTERNATIONAL INC.
1459 FORT LAMAR RD., CHARLESTON, SC 29412 USA, MINNA BOATSHIPPING.COM, CHARLESTON SC",Consignee→NotifyParty,4,30.8
Carnival Cruise Lines,Mak America Inc.,Shipper→Consignee,14,30.79
Saic Motor Sudamerica Sp A,"BRITISH MOTORS SRL
AV.WINSTON CHURCHILL, SANTO DOMINGO,REPUBLICA DOMINICANA",Shipper→NotifyParty,2,30.78
"Middleby India Engineering Pvt., Ltd.","STEWART SYSTEMS BAKING LLC
808 STEWART AVE, PLANO TX 75074, UNITED STATES",Shipper→NotifyParty,1,30.78
